"","V5","V3","V4","V4.1","V1","V5.1","V4.2","V5.2","V5.3","V5.4","V2","V4.3","V1.1","V5.5","V1.2","V3.1","V1.3","V4.4","V1.4","V1.5","V4.5","V1.6","V2.1","V1.7","V2.2","V1.8","V5.6","V5.7","V5.8","V5.9","V1.9","V5.10","V1.10","V2.3","V2.4","V1.11","V5.11","V2.5","V5.12","V5.13","V1.12","V3.2","V2.6","V3.3","V1.13","V1.14","V1.15","V5.14","V1.16","V5.15","V5.16","V5.17","V1.17","V1.18","V1.19","V4.6","V1.20","V1.21"
"1",1.25,15.7767857142857,5.875,1.4710843373494,2.16666666666667,2.38888888888889,1.20412675018423,1.42857142857143,3.79545454545455,1.02898550724638,3.98809523809524,2.7,6.74,12.1794871794872,3.02374893977947,6.66752246469833,2.02777777777778,1.27555555555556,3.99310344827586,8.51063829787234,45.0555555555556,1.1,7.45438202247191,5.31578947368421,3.26470588235294,2.82608695652174,1.08888888888889,11.7621359223301,5.45132743362832,1.93129770992366,1.1,1.84848484848485,35.1942446043166,1.66666666666667,1.1304347826087,2.3695652173913,1.33333333333333,1.12903225806452,2.05,1.1037037037037,5.46,7.83295194508009,8.66233766233766,19.5494505494505,3.81578947368421,1.1,1.06113537117904,10.0350877192982,9.02453987730061,3.21052631578947,1.80577427821522,1.85714285714286,5.57608695652174,1.1,3.05405405405405,36.4285714285714,1.15625,4.41286307053942
