"","V4","V2","V3","V3.1","V4.1","V3.2","V4.2","V4.3","V3.3","V5","V3.4","V3.5","V3.6"
"1",3.47191011235955,2.13972764949674,1.1,1.61111111111111,2.41752577319588,3.59473684210526,2.98425196850394,1.59281437125748,1.1,4.77765843179377,1.66129032258065,3.67307692307692,2.02702702702703
