"","V1","V5","V4","V2","V4.1","V2.1","V5.1","V1.1","V3","V2.2","V4.2","V4.3","V4.4","V3.1","V5.2","V4.5","V2.3","V5.3","V4.6","V2.4","V2.5","V1.2","V2.6","V1.3","V1.4","V4.7","V1.5","V1.6","V5.4","V2.7","V5.5","V3.2","V2.8","V3.3","V5.6","V1.7","V1.8","V3.4","V5.7","V1.9","V3.5","V1.10","V4.8","V5.8","V5.9","V2.9","V4.9","V3.6","V3.7","V2.10","V5.10","V5.11","V3.8","V1.11","V5.12","V4.10","V4.11","V2.11","V3.9","V1.12","V4.12","V1.13","V5.13","V1.14","V3.10","V1.15","V3.11","V3.12","V3.13","V1.16","V5.14","V1.17","V1.18","V5.15","V2.12","V4.13","V2.13","V1.19","V4.14","V5.16","V2.14","V4.15","V2.15","V4.16","V4.17","V5.17","V4.18","V3.14","V2.16","V3.15","V2.17","V3.16","V2.18","V2.19","V5.18","V5.19","V4.19","V4.20","V4.21","V4.22","V4.23","V3.17","V5.20","V2.20","V3.18","V1.20","V4.24","V1.21","V4.25","V1.22","V3.19","V4.26","V4.27","V3.20","V1.23","V4.28","V5.21","V4.29","V4.30","V1.24","V5.22","V3.21","V1.25","V3.22","V3.23","V3.24","V4.31","V2.21","V1.26","V4.32"
"1",1.31578947368421,1,1.79012345679012,1.78,2.21739130434783,1.52906976744186,1.14285714285714,3.41414141414141,1.46774193548387,1.15648854961832,2.37227414330218,1.28682170542636,1.37037037037037,1.51980198019802,1.54545454545455,1.29787234042553,2.02702702702703,1.27792207792208,1.19354838709677,1.28607594936709,1.48758865248227,9.2027027027027,1.21989528795812,1.28125,1.69798657718121,1.2,1.05555555555556,1.98979591836735,1.31313131313131,1.02777777777778,1.01941747572816,2.1031746031746,1.75238095238095,1.35750251762336,1.14473684210526,2.56521739130435,1.68468468468468,3.1496062992126,1.69354838709677,1.46830985915493,1.28571428571429,1.50884955752212,3.83195592286501,1.06976744186047,1.04435483870968,1.09090909090909,1.175,1.92,1.15196078431373,1.84210526315789,1.15789473684211,1.8876404494382,1.49664429530201,1.65079365079365,1,2.38235294117647,7.61764705882353,2.35483870967742,1.11855670103093,1.48795180722892,2.24714828897338,4.36842105263158,1.17647058823529,1.14285714285714,17.2371134020619,1.59090909090909,1.00409836065574,1.025,1.08695652173913,2.50310559006211,1.01948051948052,1.42201834862385,1.07228915662651,1,1.22727272727273,1.46428571428571,6.27797833935018,2.03333333333333,3.04838709677419,1,1.08139534883721,2.23076923076923,1.28571428571429,1.27692307692308,1.01739130434783,1.42622950819672,2.49076517150396,1.22556390977444,1.25,4.53456221198157,1.25,1.171875,1.79831932773109,1.22222222222222,1.15789473684211,1.125,1.2797619047619,2.80456026058632,4.4758064516129,1.09090909090909,3.46996466431095,1.05479452054795,1.5228013029316,1.17424242424242,1.44444444444444,1.15384615384615,1.03703703703704,2.89864864864865,2.67688679245283,3.33333333333333,1.16,1.03333333333333,1.91926345609065,1,1.76744186046512,1.23809523809524,1.2258064516129,1.05314009661836,5.0655737704918,13.2934782608696,2.19704433497537,2.36363636363636,1.33333333333333,2.92514124293785,1.73913043478261,1.3563829787234,2.40769230769231,2.70909090909091,1.13302752293578,1.56521739130435
