"","V4","V3","V2","V3.1","V1","V3.2","V4.1","V2.1","V1.1","V1.2","V5","V1.3","V3.3","V4.2","V2.2","V5.1","V1.4","V3.4","V3.5","V4.3","V4.4","V2.3","V1.5","V2.4","V5.2","V1.6","V2.5","V3.6","V4.5","V3.7","V3.8","V1.7","V1.8","V4.6","V3.9","V4.7","V3.10","V1.9","V1.10","V2.6","V1.11","V5.3","V3.11","V1.12","V4.8","V3.12","V1.13","V1.14","V5.4","V5.5","V2.7","V4.9","V5.6","V4.10","V3.13","V2.8","V2.9","V5.7","V1.15","V2.10","V3.14","V2.11","V2.12","V2.13","V4.11","V2.14","V4.12","V4.13","V2.15","V2.16","V1.16","V2.17","V5.8","V2.18","V5.9","V3.15","V4.14","V2.19","V2.20","V3.16","V1.17","V5.10","V1.18","V1.19","V3.17","V3.18","V5.11","V2.21","V3.19","V4.15","V5.12","V1.20","V4.16","V1.21","V2.22","V1.22","V5.13","V3.20","V3.21","V1.23","V5.14","V4.17","V4.18","V4.19","V4.20","V5.15","V3.22","V2.23","V2.24","V2.25","V2.26","V5.16","V2.27","V5.17","V2.28","V3.23","V1.24","V2.29","V3.24","V4.21","V4.22","V2.30","V2.31","V4.23","V4.24","V2.32","V3.25","V5.18","V2.33","V1.25"
"1",1.12,1.2,4.4,4.14606741573034,1.43137254901961,1.81749049429658,1.16666666666667,3.65384615384615,3.95970695970696,3.17491749174917,2.09520682862771,4.78313253012048,1.83783783783784,1.29967426710098,2.16176470588235,4.04098360655738,2.34666666666667,4.89024390243902,3.5,1.28740157480315,1.01668653158522,1.00734214390602,5.15021459227468,2.68292682926829,1.15415019762846,12.2954545454545,1.15789473684211,1.69358974358974,5.14230769230769,1.37837837837838,3.45714285714286,3.62641509433962,4.51521739130435,1.69658753709199,1.96551724137931,1.03135593220339,1.0873440285205,3.31,8.44761904761905,2.1726618705036,1.34567901234568,1.19354838709677,1.98130841121495,1.77639751552795,4.09266409266409,1.45833333333333,5.42553191489362,1.16666666666667,1.1531914893617,3.7,1.72727272727273,2.52380952380952,1.75784753363229,1.24679487179487,7.7,1.49911816578483,1.35521235521236,2.03424657534247,4.29953917050691,1.51012145748988,1.70219966159052,1.74096385542169,2.875,1.0625,1.05622009569378,1.52380952380952,4.59183673469388,3.1219512195122,1.02,2.74441687344913,3.5859872611465,1.09032258064516,1.33707865168539,1.4,2.18518518518519,1.25609756097561,1.05117883841288,1.29508196721311,3.11111111111111,1.06666666666667,3.23118279569892,1.33908045977011,1.86111111111111,5.3574297188755,1.53846153846154,1.06896551724138,1.05614406779661,1.03680981595092,1.02222222222222,2.2510162601626,1.2,1.98666666666667,2.02336448598131,1.09090909090909,1.59090909090909,2.02777777777778,1.65348837209302,2.08943089430894,1.15615615615616,1.08333333333333,3.25356415478615,5.67532467532468,1.89732620320856,2.29032258064516,1.5,5.57777777777778,2.60714285714286,1.85081585081585,1.17533039647577,3.18108108108108,1.06896551724138,2.44086021505376,2.91955719557196,1.89473684210526,3.81578947368421,2.86923076923077,1.47368421052632,5.81651376146789,1.91370010787487,1.33033524121014,1.85089686098655,1.23717948717949,2.16666666666667,1.1067117334621,1.65,3.16862745098039,1.05750798722045,1.65771812080537,4.51821862348178,7.58333333333333
