"","V3","V3.1","V3.2","V3.3","V5","V2","V3.4","V5.1","V3.5","V5.2","V3.6","V3.7","V3.8","V2.1","V3.9","V3.10","V3.11","V3.12","V3.13","V2.2"
"1",2.29314420803783,1.03678929765886,5.76666666666667,1.53846153846154,1.20388349514563,1.59659090909091,3.08510638297872,1.06976744186047,2.15384615384615,1.09944751381215,2.91814946619217,1.44230769230769,2.13299663299663,1.19565217391304,2.18248175182482,6.125,1.34883720930233,3.3321554770318,1.80769230769231,1.33333333333333
