"","V5","V1","V1.1","V2","V1.2","V3","V5.1","V1.3","V4","V3.1","V4.1","V5.2","V4.2","V4.3","V2.1","V2.2","V5.3","V4.4","V5.4","V4.5"
"1",1.91649484536082,1.22258064516129,3.98843930635838,1.8,5.0241935483871,8.43060498220641,4.17586206896552,1.30434782608696,1.39285714285714,16.356783919598,2.27073170731707,6.50133333333333,1.52565114443567,1.03636363636364,5.79933110367893,5.56400742115028,2.1264367816092,2.83669141039237,1.77659574468085,1.14583333333333
