"","V5","V1","V3","V5.1","V4","V4.1","V5.2","V1.1","V4.2","V5.3","V3.1","V2"
"1",1.1,1.01388888888889,4.38202247191011,1.18536585365854,6.05405405405405,3.79850746268657,7.075,2.98936170212766,4.46153846153846,1.64912280701754,2.47535211267606,1.834451901566
