"","V2","V1","V2.1","V1.1","V2.2","V4","V4.1","V2.3"
"1",1.08088235294118,1.02439024390244,1.08665511265165,1.0126582278481,1.00621118012422,1.07218045112782,1.03930131004367,1.00702247191011
