"","V4","V1","V2","V1.1","V2.1","V1.2","V2.2","V1.3"
"1",1.18761726078799,1.69222797927461,1.4378640776699,1.69700103412616,1.43916349809886,1.73926380368098,1.53086419753086,1.70060483870968
