"","V5","V2","V5.1","V5.2","V2.1","V1","V1.1","V3","V1.2","V5.3","V4","V1.3","V4.1","V5.4","V3.1","V3.2","V3.3","V1.4","V2.2","V3.4","V2.3","V5.5","V3.5","V5.6","V1.5","V2.4","V5.7","V2.5","V3.6","V2.6","V1.6","V5.8","V5.9","V2.7","V5.10","V2.8","V2.9","V2.10","V5.11","V2.11","V5.12","V2.12","V1.7","V2.13","V1.8","V4.2","V1.9","V5.13","V5.14","V5.15","V2.14","V5.16","V1.10","V3.7","V3.8","V1.11","V1.12","V2.15","V5.17","V2.16","V5.18","V1.13","V1.14","V1.15","V2.17","V5.19","V1.16","V1.17","V5.20","V1.18","V3.9","V1.19","V3.10","V3.11","V1.20","V3.12","V2.18","V3.13","V1.21","V1.22","V2.19","V5.21","V4.3","V5.22","V3.14","V5.23","V3.15","V3.16","V5.24","V1.23","V2.20","V2.21","V2.22","V1.24","V2.23","V1.25","V2.24","V3.17","V2.25","V3.18","V5.25","V2.26","V5.26","V3.19","V2.27","V1.26","V2.28","V5.27","V5.28","V2.29","V2.30","V2.31","V5.29","V2.32","V2.33","V2.34","V2.35","V3.20","V5.30","V3.21","V2.36","V2.37","V5.31","V3.22","V1.27","V2.38"
"1",1,1.67961165048544,1.63013698630137,1,6.31914893617021,4.71428571428571,1.2172131147541,2.87022900763359,1.12605042016807,1.61764705882353,1,1.17204301075269,1.29411764705882,1.7,1.48571428571429,1.67241379310345,3.85714285714286,1.75438596491228,1.86792452830189,2.72413793103448,1.05681818181818,1.025,1.50892857142857,1.25757575757576,1.47474747474747,1.06106870229008,1,1.2987012987013,1.55072463768116,2.52830188679245,1.80851063829787,1.1875,1.92372881355932,1.44565217391304,1.08333333333333,1.13958333333333,1.06,1.22424242424242,5.27777777777778,1.17391304347826,1.79166666666667,1.2987012987013,1.23756906077348,1.11568123393316,1.04444444444444,1,1.28571428571429,1.09090909090909,1.04854368932039,2.16194331983806,1.87707641196013,3.15384615384615,1.06451612903226,3.11428571428571,1.5625,2.36507936507937,1.48688524590164,1.6,3.09523809523809,2.97959183673469,1,1.32638888888889,1.33333333333333,1.58823529411765,1,2.025,2.47540983606557,1.05990783410138,1.4688995215311,1.56462585034014,1.07462686567164,1.4093567251462,2.86666666666667,1.85714285714286,1.40807174887892,2.21192052980132,1.04597701149425,1.26470588235294,1.25,1.171875,1.14705882352941,4.83582089552239,1.11515151515152,1.125,1.53846153846154,1.09090909090909,1.85294117647059,1.01204819277108,1.975,1.13186813186813,1.05217391304348,2.67647058823529,2.85882352941177,2.65853658536585,1.16935483870968,2.125,1.6063829787234,2.84905660377358,1.09090909090909,1.26,1,1.33766233766234,1.76470588235294,1.34722222222222,1.04892367906067,1.17916666666667,1.73809523809524,1.296918767507,2.31111111111111,1.17391304347826,1.09289617486339,1.45251396648045,1.17488789237668,3.9375,1.22429906542056,1.19553072625698,1.17721518987342,1.6304347826087,1.62686567164179,2.53571428571429,3.42574257425743,1.56279069767442,1.70588235294118,2.675,1.12903225806452,1.04878048780488
