"","V4","V5","V3","V3.1","V3.2","V5.1","V5.2","V2","V2.1","V3.3","V5.3","V3.4","V3.5","V2.2","V5.4","V1","V2.3","V5.5","V3.6","V1.1","V1.2","V2.4","V2.5","V2.6","V5.6","V3.7","V4.1","V5.7","V2.7","V3.8","V3.9","V1.3","V2.8","V3.10","V3.11","V3.12","V5.8","V3.13","V1.4","V5.9","V3.14","V5.10","V5.11","V5.12","V3.15","V5.13","V3.16","V1.5","V3.17","V2.9","V3.18","V3.19","V2.10","V1.6","V5.14","V5.15","V4.2","V3.20","V1.7","V3.21","V4.3","V5.16","V3.22","V5.17","V5.18","V1.8","V2.11","V5.19","V3.23","V3.24","V5.20","V5.21","V5.22","V1.9","V3.25","V1.10","V1.11","V4.4","V3.26","V2.12","V3.27","V1.12","V5.23","V1.13","V1.14","V3.28","V2.13","V2.14","V1.15","V5.24","V1.16","V1.17","V3.29","V3.30","V1.18","V3.31","V5.25","V2.15","V5.26","V5.27","V4.5","V5.28","V2.16","V2.17","V1.19","V5.29","V4.6","V1.20","V3.32","V5.30","V5.31","V5.32","V1.21","V3.33","V3.34","V3.35","V5.33","V2.18","V2.19","V5.34","V1.22","V5.35","V2.20","V1.23","V5.36","V5.37"
"1",1.1,2.70520231213873,1.11764705882353,1.1,1.76767676767677,1.15151515151515,1.91919191919192,3.09175531914894,4.89179104477612,1.30909090909091,1.1,2.94036697247706,1.13636363636364,1.29411764705882,1.86538461538462,1.87628865979381,1.72592592592593,1.72,2.54545454545455,1.10126582278481,2.78494623655914,4.6280487804878,1.89940828402367,4.66265060240964,2.71232876712329,5.17985611510791,1.1,3.575,12.4859813084112,4.77425373134328,3.44705882352941,1.44736842105263,1.92511013215859,2.36842105263158,1.88461538461538,2.77330895795247,2.79245283018868,3.57425742574257,1.41578947368421,6.75925925925926,1.06976744186047,4.26,2.8125,3.49078341013825,1.63829787234043,1.1,2.73333333333333,2.51388888888889,2.75925925925926,1.18539325842697,1.59115044247788,2.57560975609756,28.0151515151515,1.99082568807339,2.744,1.90604026845638,2.96912899669239,1.14166666666667,1.53846153846154,2.98630136986301,1.18181818181818,3.67015706806283,1.15,1.22222222222222,1.09090909090909,1.14814814814815,3.23344370860927,2.66086956521739,1.20195439739414,8.07826086956522,1.51388888888889,3.35269709543568,1.19767441860465,4.92307692307692,1.15923566878981,3.18862275449102,2.5989010989011,14.3488372093023,1.71428571428571,8.12,1.28205128205128,1.4537037037037,1.79347826086957,3.42592592592593,1.675,2.54166666666667,1.14285714285714,3.04761904761905,6.24050632911392,7.05825242718447,2.14049586776859,5.78241758241758,5.559670781893,1.11926605504587,8.95172413793103,1.57352941176471,1.42384105960265,1.3112582781457,1.33333333333333,2.95238095238095,1.1,1.76699029126214,12.6733333333333,1.04123711340206,1.19589552238806,8.84805653710247,8.46259220231823,2.47948164146868,2.37019230769231,2.06172839506173,2.22,1.45384615384615,15.4618320610687,1.95238095238095,2.91030534351145,3.36448598130841,3.0752688172043,9.95111111111111,2.71559633027523,2.64788732394366,8.70520231213873,1.48809523809524,5.51724137931035,1.06542056074766,1.08571428571429,2.02325581395349
