"","V1"
"Youtube Corpus_GWsMoQkQhs.txt",4
"Youtube Corpus0jpGQMzoPU0.txt",5
"Youtube Corpus0KJjs4W09hQ.txt",3
"Youtube Corpus10OXDMKS_mI.txt",3
"Youtube Corpus153xbV0kYdc.txt",3
"Youtube Corpus1xG9wO-5Ksg.txt",5
"Youtube Corpus2aoz728qHSc.txt",5
"Youtube Corpus2ElKkb4eO40.txt",2
"Youtube Corpus2S29dbvcEbQ.txt",2
"Youtube Corpus3A-EW6rJ1QU.txt",3
"Youtube Corpus3GE0wjj1QVw.txt",5
"Youtube Corpus3sKCUjWk3NE.txt",3
"Youtube Corpus3Tfu0cEsu30.txt",3
"Youtube Corpus3y8kCjfplkM.txt",2
"Youtube Corpus4XqbniWANdE.txt",5
"Youtube Corpus5AWrI0BMl00.txt",1
"Youtube Corpus5gTegT9ReuY.txt",2
"Youtube Corpus5mCiP30ee2I.txt",5
"Youtube Corpus5tms5xWfGAQ.txt",3
"Youtube Corpus6pugOq230d0.txt",1
"Youtube Corpus7n1ZIy_gPgg.txt",1
"Youtube Corpus8LF7f44Ioso.txt",2
"Youtube Corpus8ZHWODgw3ls.txt",2
"Youtube Corpus9g0CYhy-Xow.txt",2
"Youtube CorpusafmNAKf4Vlc.txt",5
"Youtube CorpusANkrKOHMeGk.txt",3
"Youtube CorpusAnWoWFrqufk.txt",4
"Youtube Corpusb2nFjX3jDuU.txt",5
"Youtube CorpusbaWB4p1lqpI.txt",2
"Youtube CorpusBKW4YnCgD4k.txt",3
"Youtube CorpusBMITfoKpsNw.txt",3
"Youtube CorpusbN2ESZw6x-Q.txt",1
"Youtube CorpusbnYD88uNtwY.txt",2
"Youtube Corpusc_ADhKWr9Z8.txt",3
"Youtube CorpuscGxWg5kSiYc.txt",3
"Youtube CorpusCHWh_yWQ6fs.txt",3
"Youtube CorpusCzW2Xqw7k6A.txt",5
"Youtube CorpusD2y65lQatSw.txt",3
"Youtube CorpusDaFYugYVnb4.txt",1
"Youtube CorpusdMN_wQ6Zyy0.txt",5
"Youtube CorpusDZnOASJ1oIA.txt",3
"Youtube CorpusE0ksrXPd42M.txt",5
"Youtube Corpuse7j4z1l8fhg.txt",5
"Youtube CorpusE8DYbOxtUhQ.txt",5
"Youtube CorpuseCuo68_LR18.txt",3
"Youtube CorpusEH8pmALFENM.txt",5
"Youtube CorpusEULC5JWM1UU.txt",3
"Youtube CorpusEwiDGxkD9_c.txt",1
"Youtube CorpusfD942jkkb38.txt",3
"Youtube CorpusfPJwqaJ6NIc.txt",2
"Youtube Corpusfz1wlFKaBsA.txt",3
"Youtube CorpusgeddHB8qb54.txt",3
"Youtube CorpusgIZeXp6E3lE.txt",2
"Youtube CorpusH_7iGBoZqj0.txt",1
"Youtube CorpusHaBgmpLzybY.txt",5
"Youtube CorpusHG6l31btq_w.txt",5
"Youtube CorpusHqMNs_ERI1k.txt",4
"Youtube CorpusHSn57YVDvHg.txt",3
"Youtube CorpushUaaUwwDgfk.txt",1
"Youtube Corpusi287x5SQWHk.txt",3
"Youtube CorpusI7BIzEij588.txt",4
"Youtube CorpusIDxkpH4DlZM.txt",5
"Youtube CorpusIv8NsbVGsZ4.txt",3
"Youtube Corpusj9RnoSkL4YQ.txt",5
"Youtube Corpusjo1nzKNSzVw.txt",5
"Youtube CorpusJoCbrg6OHsw.txt",1
"Youtube CorpusJPxHoTVuQPs.txt",2
"Youtube CorpusJQUIlE7cE3g.txt",5
"Youtube CorpusKhQrGtragXc.txt",3
"Youtube CorpusKsfd5iTNca4.txt",3
"Youtube CorpusKTDmD0XRxkw.txt",5
"Youtube CorpusLcXdwFkISzw.txt",5
"Youtube Corpusle031RhhD18.txt",5
"Youtube CorpuslKIage286lI.txt",1
"Youtube CorpuslnZpaunXhGc.txt",3
"Youtube CorpusLyoJ6Hib7eE.txt",1
"Youtube CorpusMvk4AifjrnE.txt",1
"Youtube Corpusnb56Xb6BVbw.txt",4
"Youtube CorpusnB9ViglDMmg.txt",3
"Youtube CorpusnED13gfveXs.txt",2
"Youtube CorpusnvEcZogS6p0.txt",3
"Youtube CorpusO9bxVHQbjBk.txt",1
"Youtube CorpusOB393JkKu-g.txt",5
"Youtube CorpusOGdpsirepXc.txt",1
"Youtube CorpusoiXzJenoILM.txt",1
"Youtube CorpusoQWk_zUEj5s.txt",3
"Youtube CorpusoVPVjRw0AAY.txt",2
"Youtube CorpusOWChkgyp92g.txt",2
"Youtube CorpusoWoERqgdrdM.txt",1
"Youtube CorpusPABRs3mER4w.txt",5
"Youtube CorpusPIjojolu7M8.txt",1
"Youtube CorpusPj0YEDLRPyg.txt",1
"Youtube CorpuspPaAKE8CIFE.txt",3
"Youtube CorpusPQYB5z_6xb8.txt",3
"Youtube CorpuspyIu71hOqwk.txt",1
"Youtube CorpusPYY2WlKuDO4.txt",3
"Youtube CorpuspyYI7to9KOs.txt",5
"Youtube Corpusq3-S5hM-3QY.txt",2
"Youtube CorpusQ3Os_LczYZs.txt",5
"Youtube CorpusQb7SYH1U5zA.txt",5
"Youtube CorpusqiktLGHpnjw.txt",4
"Youtube Corpusr6kRJtM1sIM.txt",5
"Youtube CorpusrkFY8WB8tfs.txt",2
"Youtube CorpusrpWkd_WGOak.txt",2
"Youtube CorpusrU2T0d_gB94.txt",1
"Youtube CorpusRVJ-Oy7F7tY.txt",5
"Youtube Corpussi2AARtG6vw.txt",4
"Youtube CorpussPrVs23MkJo.txt",1
"Youtube CorpussqJuPVVN51E.txt",3
"Youtube CorpusSYmNRnHGqN8.txt",5
"Youtube CorpusTmHCELDxows.txt",5
"Youtube CorpusTRR5pDYw8og.txt",5
"Youtube CorpustspwSUeG8r8.txt",1
"Youtube CorpusUPdBWTEaMoA.txt",3
"Youtube CorpusuxQVIUkn0vE.txt",3
"Youtube CorpusVhmHDCjuz-I.txt",3
"Youtube CorpusVlfHlg4qFRo.txt",5
"Youtube CorpusvNJnfvimr2A.txt",2
"Youtube CorpusvtlpvmXZEx4.txt",2
"Youtube CorpusvzqBDW5k7Xk.txt",5
"Youtube CorpusW1TLFU8zaUg.txt",1
"Youtube CorpusXa_xteu_Mts.txt",5
"Youtube CorpusxALiVHvc7EU.txt",2
"Youtube CorpusXMoQXf5pWqY.txt",1
"Youtube CorpusYjG7QBdArzs.txt",5
"Youtube CorpusZEQsf7VzGtQ.txt",5
