"","V1","V2","V1.1","V2.1","V4","V2.2","V4.1","V2.3","V1.2"
"1",1.37112010796221,1.37457434733258,1.18193891102258,1.38100686498856,1.1508120649652,1.375,1.14051522248244,1.30933633295838,1.43375174337517
