"","V4","V4.1","V3","V4.2","V1","V3.1","V5","V3.2","V2","V1.1","V4.3","V5.1","V2.1","V2.2","V2.3","V5.2","V2.4"
"1",1.6198347107438,1.09574468085106,1.03225806451613,1.37305699481865,1.28070175438596,1.36206896551724,1.2258064516129,1.58974358974359,1.57865168539326,1.21052631578947,1.08433734939759,1,1.44827586206897,1.52054794520548,1.31818181818182,5.11111111111111,2.15151515151515
