"","V2","V2.1","V4","V2.2","V4.1","V5","V3","V1","V4.2","V4.3","V2.3","V3.1","V3.2","V3.3","V4.4","V3.4","V4.5"
"1",1.34183673469388,13.7766990291262,1.40625,3.6377358490566,4.43835616438356,46.8481012658228,10.5789473684211,21.8629032258065,1.54448398576512,6.94202898550725,3.48888888888889,1.1,1.92857142857143,4.1981981981982,3.27586206896552,2.67971014492754,5.40845070422535
