"","V4","V4.1","V5","V4.2","V1","V1.1","V2","V2.1","V5.1","V2.2","V5.2","V5.3","V4.3","V2.3","V1.2","V5.4","V2.4","V4.4","V4.5","V4.6","V4.7","V4.8","V5.5","V2.5","V4.9","V3","V2.6","V4.10","V4.11","V5.6","V1.3","V5.7","V4.12","V2.7","V5.8","V2.8","V4.13","V2.9","V2.10","V2.11","V5.9","V1.4","V4.14","V4.15","V5.10","V4.16","V4.17","V4.18","V2.12","V2.13","V4.19","V4.20","V1.5","V5.11","V1.6","V1.7","V2.14","V4.21","V3.1","V2.15","V1.8","V3.2","V4.22","V5.12","V2.16","V5.13","V2.17","V1.9","V4.23","V4.24","V2.18","V1.10","V1.11","V2.19","V2.20","V5.14","V4.25","V4.26","V4.27","V5.15","V2.21","V5.16","V4.28","V5.17","V4.29","V5.18","V5.19","V4.30","V2.22","V4.31","V5.20","V3.3","V3.4","V5.21","V1.12","V4.32","V4.33","V4.34","V1.13","V4.35","V4.36","V1.14","V5.22","V4.37","V4.38","V4.39","V2.23","V5.23","V5.24","V4.40","V5.25","V5.26","V2.24","V1.15","V1.16","V5.27","V1.17","V5.28","V4.41","V5.29","V1.18","V1.19","V1.20","V5.30","V3.5","V2.25","V1.21","V5.31","V4.42","V5.32","V1.22","V1.23","V4.43","V3.6","V5.33","V5.34","V2.26","V5.35","V1.24","V5.36","V4.44"
"1",1.15789473684211,1.33333333333333,1.12648221343874,2.16666666666667,1.01533018867925,3.95625,5.14953271028037,3.63636363636364,1.01388888888889,1.25,3.18478260869565,1.03225806451613,1.76109215017065,1.2734962406015,1.27728085867621,3.25131810193322,4.14423076923077,1.44605263157895,3.14917127071823,14.054347826087,2.88636363636364,1.43260869565217,1.30232558139535,1.26190476190476,2.10398230088496,1.39090909090909,3.56521739130435,1.30681818181818,2.87413793103448,1.04731861198738,1.48469387755102,1.77634011090573,2.26811594202899,3.05964912280702,1.55301455301455,1.62565320665083,1.1,2.90024330900243,1.76190476190476,6.55752212389381,1.8125,1.85057471264368,1.17073170731707,1.32432432432432,2.234375,3.13725490196078,1.03349282296651,1.45454545454545,1.04232804232804,1.26923076923077,1.00503018108652,1.57142857142857,2.24175824175824,2.73993808049536,3.96774193548387,2.12886597938144,5.01777777777778,1.34090909090909,1.07692307692308,5.79061371841155,4.53623188405797,1.1,1.09090909090909,1.76220472440945,1.28144239226033,2.16010854816825,1.48484848484848,2.64066193853428,1.26297577854671,1.3953488372093,4,7.78343949044586,1.21794871794872,2.6551724137931,3.86832061068702,1.64864864864865,1.21686746987952,1.11572832886506,1.16129032258065,2.50679347826087,1.23255813953488,1.33333333333333,1.21621621621622,1.63013698630137,1.01694915254237,1.15022222222222,1.1,1.52089783281734,1.48529411764706,1.03448275862069,1.49230769230769,11.0818181818182,3.25266903914591,1.56106194690265,3.22866894197952,1.32579185520362,1.88014981273408,1.2575210589651,1.85746102449889,3.29230769230769,1.08727272727273,1.04229607250755,1.10336538461538,1.92416225749559,1.87234042553191,1.1,1.59090909090909,1.33333333333333,1.02158273381295,1.17948717948718,3.45238095238095,2.27372836916623,2.41666666666667,2.13978494623656,5.484375,2.01360544217687,1.63905325443787,3.43761996161228,1.20862396956246,1.37169811320755,5.09950248756219,3.40372670807453,3.78527607361963,1.7843137254902,1.1,1.20388349514563,1.02803738317757,1.16363636363636,1.57098283931357,1.03448275862069,2.23870967741936,8.46511627906977,1.06893106893107,53.5555555555556,3.81298701298701,1.21264367816092,2.10714285714286,1.80555555555556,5.27235772357724,1.22697368421053,1.34831460674157
