"","V5","V5.1","V4","V2","V2.1","V4.1","V4.2","V4.3","V3","V5.2","V2.2","V2.3","V5.3","V3.1","V4.4","V4.5","V4.6","V5.4","V5.5","V2.4","V5.6","V1","V2.5","V1.1","V5.7","V2.6","V1.2","V5.8","V2.7","V4.7","V2.8","V2.9","V1.3","V4.8","V4.9","V1.4","V5.9","V4.10","V4.11","V4.12","V4.13","V5.10","V5.11","V5.12","V4.14","V5.13","V5.14","V2.10","V5.15","V5.16","V2.11","V5.17","V2.12","V2.13","V5.18","V4.15","V4.16","V5.19","V2.14","V1.5","V5.20","V5.21","V5.22","V4.17","V3.2","V4.18","V5.23","V2.15","V1.6","V5.24","V1.7","V2.16","V4.19","V4.20","V4.21","V4.22","V3.3","V1.8","V2.17","V1.9","V5.25","V3.4","V2.18","V4.23","V1.10","V4.24","V4.25","V1.11","V5.26","V5.27","V4.26","V5.28","V5.29","V4.27","V2.19","V5.30","V5.31","V5.32","V5.33","V2.20","V2.21","V2.22","V2.23","V5.34","V5.35","V5.36","V1.12","V3.5","V4.28","V1.13","V2.24","V4.29","V5.37","V2.25","V4.30","V1.14","V5.38","V4.31","V5.39","V4.32","V2.26","V4.33","V4.34","V2.27","V5.40","V5.41","V3.6","V4.35","V5.42","V2.28","V2.29","V4.36","V5.43","V1.15","V2.30","V4.37","V5.44","V4.38","V4.39","V2.31","V2.32"
"1",3.30434782608696,2.19230769230769,2.69148936170213,1.05223880597015,2.65,2.07792207792208,1.10309278350515,1.26548672566372,1.8,1,1.19480519480519,1.14814814814815,1.59239130434783,2.41818181818182,1.72,1.3710843373494,1.70491803278689,1.12426035502959,1.98901098901099,1.10843373493976,1.25714285714286,3.89830508474576,1.95454545454545,1.55555555555556,1.96521739130435,2.36559139784946,3.53846153846154,3.38461538461538,1.42857142857143,3.17,2.06315789473684,2.08076923076923,1.40816326530612,1.69642857142857,6.77464788732394,5.35623409669211,1,3.11363636363636,1,1.1957671957672,3.57281553398058,1.01162790697674,1,1.48,3.65217391304348,1.10869565217391,1.58333333333333,1.375,1.71818181818182,1.23809523809524,1.43021582733813,1.07692307692308,1.65454545454545,1.93993993993994,1.4234693877551,2.02083333333333,1.01580135440181,1.53488372093023,1.14705882352941,1.4972972972973,1.18965517241379,1,1.46666666666667,2.87330316742081,2.11731843575419,1.6561797752809,1.06451612903226,4.61712846347607,1.67052023121387,1.8859649122807,2.04477611940298,1.41441441441441,3.39130434782609,1.31818181818182,2.55609756097561,1.94736842105263,1.1671875,2.47840531561462,1.29166666666667,1.71162790697674,1.02380952380952,1.05882352941176,1.27586206896552,1.15873015873016,1.05357142857143,1.66174298375185,1,2.37937384898711,1.36,2.23076923076923,1.41304347826087,1.80327868852459,1.6242774566474,7.79310344827586,1.10984848484848,4.51020408163265,1.2027027027027,1.53604436229205,1.26123595505618,3.25,1.97841726618705,4.86764705882353,1.04785894206549,3.27745664739884,1.23684210526316,1,2.75,1.78947368421053,5.56,1.44444444444444,1.08464849354376,4.16375545851528,1.04347826086957,2.325,2.20689655172414,3.2257053291536,1.22168674698795,1.3025,2.1751724137931,1.73202614379085,1.03076923076923,2.36764705882353,2.23287671232877,1.41666666666667,1,1.08421052631579,1.6984126984127,1.83333333333333,4.78358208955224,1.16,2.15277777777778,1.2463768115942,1.55919003115265,1.125,1.11918604651163,1.53982300884956,1.12,1.42574257425743,1.68493150684932,1.75722543352601,1.09876543209877
