"","V2","V5","V2.1","V5.1","V2.2","V5.2","V2.3","V5.3","V2.4","V5.4","V2.5","V5.5","V2.6","V5.6","V2.7","V4","V1","V4.1"
"1",2.69420289855072,1.94444444444444,2.52503382949932,1.95412844036697,2.61028416779432,2.18697829716194,2.68200836820084,2.09312977099237,2.59299191374663,1.99477806788512,2.6021650879567,1.91644562334218,2.68714285714286,1.64713715046605,1.54425612052731,1.10785463071512,10.8,1.46200980392157
