"","V1","V3","V3.1","V3.2","V2","V3.3","V2.1","V1.1","V1.2","V2.2","V2.3","V4","V3.4","V2.4","V3.5","V3.6","V2.5","V2.6","V4.1","V3.7","V2.7","V4.2","V4.3","V2.8","V3.8","V4.4","V2.9","V5","V2.10","V4.5","V4.6","V2.11","V4.7","V1.3","V3.9","V1.4","V1.5","V2.12","V1.6","V3.10","V3.11","V2.13","V2.14","V3.12","V2.15","V2.16","V3.13","V2.17","V3.14","V2.18","V5.1","V3.15","V5.2","V3.16","V3.17","V2.19","V3.18","V3.19","V2.20","V1.7","V2.21","V5.3","V2.22","V2.23","V1.8","V3.20","V4.8","V5.4","V1.9","V3.21","V1.10","V4.9","V3.22","V3.23","V1.11","V5.5","V2.24","V4.10","V4.11","V2.25","V5.6","V2.26","V4.12","V1.12","V3.24","V1.13","V1.14","V1.15","V1.16","V3.25","V3.26","V4.13","V3.27","V3.28","V4.14","V4.15","V3.29","V3.30","V1.17","V4.16","V4.17","V4.18","V1.18","V3.31","V2.27","V3.32","V2.28","V4.19","V5.7","V5.8","V2.29","V3.33","V1.19","V3.34","V4.20","V1.20"
"1",1.20218579234973,1.10810810810811,1.14285714285714,8.22627737226277,8.02040816326531,1.02702702702703,3.94285714285714,2.21052631578947,1.47368421052632,1.80882352941176,1.23076923076923,1.17073170731707,1.51136363636364,1.68888888888889,2.92982456140351,1.27586206896552,2.04081632653061,1.55263157894737,1.30653266331658,3.65765765765766,1.17073170731707,1,1.42307692307692,1.57142857142857,1.01694915254237,4.23684210526316,2.84615384615385,6.68965517241379,1.37037037037037,1.32258064516129,1.27450980392157,2.92606284658041,1.13924050632911,2.76744186046512,1.59459459459459,3.29787234042553,1.56410256410256,1.38148984198646,2.88560885608856,4.39285714285714,3.51162790697674,1.03225806451613,1.97459165154265,3.5,1.4051724137931,1.26086956521739,1.02631578947368,1.488,2.70588235294118,3.92537313432836,2.41666666666667,1.08333333333333,1.3027027027027,1.83333333333333,2.71428571428571,1.01801801801802,1.19047619047619,1.1,1.06493506493506,3.82312925170068,2.46464646464646,4.65676959619952,1.67961165048544,1.25,2.32058823529412,3.17391304347826,1.06741573033708,3.28169014084507,1.50964187327824,1.76190476190476,3.47326203208556,1.16,2.2719298245614,1.62686567164179,1.08333333333333,8.39646464646465,3.0893470790378,1.18181818181818,1.04,1.34645669291339,1.08333333333333,5.00828157349896,1.30769230769231,2.14420062695925,1.91489361702128,5.47682119205298,2.3695652173913,1.453125,1.77690288713911,3.34782608695652,1.6,1.25789473684211,6.29770992366412,1.74242424242424,2.41121495327103,1.26315789473684,2.45161290322581,13.9195402298851,1.31818181818182,6.33064516129032,2.25354330708661,1.30612244897959,3.42410714285714,1.34222222222222,4.83769633507853,6.07692307692308,1.3448275862069,1.5685393258427,2.0855614973262,1.09375,1.57446808510638,7.41818181818182,2.025,1.75,7.921875,1.10884353741497
