"","V2","V5","V1","V5.1","V5.2","V1.1","V5.3","V3","V3.1","V2.1","V3.2","V2.2","V2.3","V2.4","V4","V2.5","V3.3","V3.4","V4.1","V4.2","V5.4","V2.6","V4.3","V5.5","V2.7","V2.8","V4.4","V1.2","V4.5","V5.6","V5.7","V5.8","V5.9","V2.9","V5.10","V3.5","V3.6","V3.7","V5.11","V4.6","V3.8","V4.7","V4.8","V1.3","V5.12","V3.9","V3.10","V4.9","V3.11","V4.10","V2.10","V2.11","V3.12","V2.12","V2.13","V2.14","V3.13","V4.11","V1.4","V3.14","V4.12","V3.15","V1.5","V2.15","V4.13","V1.6","V5.13","V4.14","V4.15","V2.16","V4.16","V2.17","V3.16","V5.14","V5.15","V2.18","V5.16","V5.17","V3.17","V2.19","V3.18","V2.20","V1.7","V2.21","V2.22","V5.18","V3.19","V4.17","V5.19","V5.20","V2.23","V3.20","V5.21","V3.21","V5.22","V4.18","V4.19","V3.22","V1.8","V2.24","V5.23","V4.20","V2.25","V4.21","V4.22","V4.23","V3.23","V3.24","V1.9","V3.25","V5.24","V1.10","V4.24","V4.25","V3.26","V4.26","V2.26","V1.11","V2.27","V5.25","V5.26"
"1",3.67406380027739,1.725,4.74473067915691,3.56776556776557,1.22916666666667,1.54368932038835,25.3238095238095,1.9478672985782,1.78125,1.1,2.71304347826087,1.01449275362319,1.1,2.20833333333333,1.64285714285714,1.1,2.74157303370787,4.21621621621622,1.32338308457711,1.63636363636364,1.57142857142857,1.04572564612326,1.26285714285714,9.37735849056604,3.06086956521739,1.86363636363636,2.77255639097744,2.2874109263658,1.34871495327103,1.76060606060606,1.52131438721137,24.7641509433962,1.88235294117647,1.40983606557377,5.05102040816327,1.546875,1.48189415041783,1,9.16666666666667,1.17808219178082,3.13513513513514,1.29032258064516,2.13722126929674,1.27027027027027,1.6875,1.22950819672131,2.73493975903614,1.85869565217391,2.16770740410348,2.16897856242119,1.1,1.29286798179059,1.32865168539326,1.51276359600444,1.1,1.04,1.64912280701754,7.87577639751553,1.92631578947368,1.22826086956522,1.62068965517241,1.35384615384615,1.78571428571429,1.68550368550369,1.01980198019802,3.07986688851914,1.42857142857143,1.49941107184923,1.18359420972108,1.58904109589041,1.26583592938733,1.13126843657817,1.34883720930233,10.88,8.6551724137931,1.17735849056604,1.08571428571429,1.78571428571429,20.0720720720721,3.09592061742007,1.80769230769231,6.63414634146341,1.0125,1.01800327332242,1.50746268656716,1.09677419354839,2.96396396396396,2.93220338983051,3.848,1.60526315789474,1.28522039757995,1.5,2.83582089552239,1.10925151092515,1.07207207207207,1.59913793103448,2.32362459546926,3.5771144278607,1.1,1.12941176470588,1.475,1.18955304254173,1.10810810810811,4.14625228519196,2.85412262156448,1.76331811263318,1.04022988505747,4.27777777777778,1.15609756097561,2.2093023255814,2.71646341463415,1.1,3.05830903790087,1.16037735849057,1.23636363636364,3.19727891156463,2.31495227995758,1.45588235294118,1.51497005988024,3.80769230769231,1
