"","V1","V2","V3","V2.1","V3.1","V2.2","V3.2","V5","V5.1","V5.2","V4","V5.3","V4.1","V1.1","V4.2"
"1",1.42133051742344,2.88419117647059,1.90318906605923,2.78453947368421,2.03364269141531,2.70190641247834,1.77578475336323,1.18041237113402,1.20616570327553,1.36205128205128,3.49056603773585,1.35897435897436,2.95238095238095,6.08695652173913,1.0771349862259
