"","V2","V4","V4.1","V4.2","V4.3","V4.4","V4.5","V4.6","V4.7","V4.8","V5","V4.9","V5.1","V2.1","V5.2"
"1",2.06318082788671,1.68944099378882,5.89261744966443,1.73714285714286,5.9041095890411,1.56368563685637,4.46,2.34866828087167,2.6961038961039,2.67857142857143,1.26190476190476,2.50642673521851,2.1,1.89690721649485,2.50344827586207
