"","V3","V3.1","V5","V5.1","V3.2","V3.3","V5.2","V5.3","V3.4","V3.5","V3.6","V5.4","V2","V2.1","V5.5","V1","V2.2","V5.6","V5.7","V2.3","V2.4","V2.5","V4","V5.8","V2.6","V5.9","V1.1","V1.2","V3.7","V3.8","V1.3","V3.9","V3.10","V5.10","V3.11","V3.12","V5.11","V5.12","V3.13","V3.14","V3.15","V5.13","V3.16","V5.14","V3.17"
"1",1.04621848739496,1.36842105263158,1.23673469387755,1.5,1.36363636363636,1.57608695652174,1.09090909090909,1.42857142857143,1.28947368421053,2.78609625668449,1.0625,1.07142857142857,1.13333333333333,1.02777777777778,1.4375,1.40983606557377,1.0625,2.37704918032787,2.33333333333333,1.07142857142857,1.29545454545455,1.97972972972973,1,1.11764705882353,1,1.46153846153846,2.43798449612403,1.11111111111111,1.02173913043478,2.12698412698413,1.20869565217391,1.05263157894737,2.13157894736842,1.15384615384615,1.04545454545455,1.03888888888889,1.2316715542522,2.83606557377049,1.87820512820513,1.91304347826087,1.10526315789474,1.14645308924485,1.30232558139535,1,2.21739130434783
