"","V1","V5","V3","V5.1","V4","V1.1","V1.2","V1.3","V3.1","V1.4","V5.2","V1.5","V1.6","V1.7","V1.8","V1.9","V1.10","V1.11","V1.12","V1.13","V1.14"
"1",1.17460317460317,1,1.03783783783784,1,1.28863346104725,1.72619047619048,3.32982456140351,3.13422818791946,2.05365853658537,3.18439716312057,1,4.14285714285714,4.54590984974958,3.33544303797468,1.3,1.93650793650794,2.48245614035088,2.07142857142857,2.63013698630137,1.02409638554217,1.42325581395349
