"","V5","V4","V2","V3","V3.1","V4.1","V1","V3.2","V1.1","V3.3","V2.1","V5.1","V1.2","V2.2","V1.3","V1.4","V1.5","V1.6","V3.4","V3.5","V1.7","V4.2","V5.2","V3.6","V1.8","V1.9","V1.10","V5.3","V1.11","V5.4","V2.3","V4.3","V1.12","V1.13","V4.4","V2.4","V2.5"
"1",3.40804597701149,1.1,1.07894736842105,1.51111111111111,3.16883116883117,2.48600508905852,1.3,4.25471698113208,1.98239436619718,9.11965811965812,3.46414342629482,1.54545454545455,4.32954545454545,10.9457831325301,5.51948051948052,1.13725490196078,3.45847176079734,2.7244094488189,7.06129032258064,1.06896551724138,2.98895027624309,4.44684684684685,9.78378378378378,3.17647058823529,1.41237113402062,3.36416184971098,1.56666666666667,2.08542713567839,4.19565217391304,12.459595959596,3.4147465437788,1.94435612082671,2.14814814814815,2,2.4,1.32352941176471,3.78625954198473
