"","V1","V2","V2.1","V3","V3.1","V4","V3.2","V2.2","V2.3","V2.4","V3.3","V3.4","V2.5","V5","V4.1","V2.6","V4.2","V5.1","V3.5","V5.2","V2.7","V2.8","V2.9","V5.3","V2.10","V3.6","V5.4","V4.3","V2.11","V2.12","V1.1","V5.5","V3.7","V1.2","V2.13","V5.6"
"1",1.234375,1.82051282051282,10.4365079365079,2.34529147982063,1.69005847953216,3.91414141414141,1.07253886010363,1.81081081081081,1.17647058823529,2.75757575757576,6.41638225255973,1.20121951219512,2.2962962962963,1.18571428571429,3.55454545454545,1.1396933560477,6.76288659793814,1.1,4.93617021276596,2.86627906976744,1.08,1.69090909090909,1.12962962962963,1.1,1.58823529411765,1.1,1.1,5.11111111111111,3.93939393939394,3.44359949302915,1.67638483965015,3.33502538071066,1.40816326530612,4.00957446808511,3.20886075949367,22.8615384615385
