"","V2","V1","V1.1","V2.1","V2.2","V2.3","V2.4","V1.2","V1.3","V1.4","V2.5","V2.6","V3","V2.7","V2.8","V1.5","V5","V4","V4.1","V2.9","V5.1","V1.6","V3.1","V4.2","V1.7","V2.10","V4.3","V2.11","V5.2","V5.3","V2.12","V2.13","V4.4","V2.14","V1.8","V2.15"
"1",2.14525139664804,1.3448275862069,1.04132231404959,1.38509316770186,1.22142857142857,1.70689655172414,3.40588235294118,1.19354838709677,1.0625,1.1,1.23109243697479,2.52307692307692,1.14893617021277,1.42857142857143,2.29166666666667,1.05008944543828,1.68695652173913,1,1.28767123287671,2.42253521126761,1.05633802816901,1.38364779874214,1.54285714285714,1,1.28301886792453,1.25,1,1.18867924528302,2,2.02307692307692,1.25182481751825,1.3046357615894,1.24050632911392,3.34519572953737,1.30578512396694,1.3265306122449
