"","V2","V2.1","V2.2","V2.3","V1","V3","V5","V3.1","V4","V4.1"
"1",1.01560062402496,1.01332288401254,1.0240192153723,1.12019230769231,1.1449159327462,1.14017094017094,1.06838905775076,1.06672443674177,1.03235990528808,1
