"","V4","V4.1","V4.2","V3","V5","V2","V1","V2.1","V2.2","V2.3"
"1",5.14859437751004,5.27272727272727,4.30689655172414,1.69934640522876,6.90055248618784,5.04310344827586,8.83221476510067,3.92517006802721,5.10887096774194,4.70220588235294
