"","V5","V5.1","V2","V5.2","V5.3","V1","V4","V5.4","V2.1","V5.5","V5.6","V5.7","V5.8","V1.1","V5.9","V1.2","V2.2","V3","V5.10","V5.11","V1.3","V2.3","V3.1","V2.4","V1.4","V5.12","V3.2","V5.13","V5.14","V5.15","V5.16","V2.5","V5.17","V3.3","V1.5","V5.18","V5.19","V2.6","V5.20","V5.21","V2.7","V1.6","V2.8","V3.4","V3.5","V2.9","V5.22","V2.10","V5.23","V5.24","V5.25","V2.11","V2.12","V5.26","V2.13","V1.7","V2.14","V5.27","V2.15","V1.8","V5.28","V2.16","V2.17","V5.29","V1.9","V5.30","V5.31","V3.6","V3.7","V4.1","V5.32","V5.33","V5.34","V2.18","V5.35","V1.10","V4.2","V2.19","V1.11","V1.12","V4.3","V1.13","V3.8","V5.36","V2.20","V5.37","V4.4","V5.38","V5.39","V2.21","V4.5","V5.40","V1.14","V3.9","V2.22","V3.10","V5.41","V5.42","V1.15","V5.43","V2.23","V1.16","V1.17","V5.44","V5.45","V3.11","V2.24","V2.25","V5.46","V5.47","V4.6","V4.7","V1.18","V1.19","V5.48","V5.49","V5.50","V2.26","V5.51","V2.27","V5.52","V2.28","V2.29","V1.20","V5.53","V5.54","V3.12","V2.30","V1.21","V5.55"
"1",1,1.03448275862069,3.03809523809524,1,1.18292682926829,1.24299065420561,1,1,1.07142857142857,1.54411764705882,2.11009174311927,1.42857142857143,1.4,1.0625,6.67272727272727,1.2,2.21621621621622,1.89230769230769,1,1.3030303030303,1.03448275862069,1,1.52941176470588,1.08333333333333,1.3,3.55900621118012,1.06666666666667,2.41379310344828,1.05882352941176,1.27536231884058,1.09803921568627,2.5,1.29545454545455,1.15384615384615,1.0625,1,1.25,1.23529411764706,1.04807692307692,1.08823529411765,1.48148148148148,2.1864406779661,1.63636363636364,1.02439024390244,1.38,1,1.0188679245283,1,2.75641025641026,2.25,3.5,1.97661870503597,1.47916666666667,1,3.62045454545455,2.89285714285714,1.34210526315789,1,1.11764705882353,1.2962962962963,1.16666666666667,1.0506329113924,2.28934010152284,1,1.88235294117647,1.136,1,1.13513513513514,1.43269230769231,2.20689655172414,1,2.77848101265823,1.19444444444444,1.1,1.47933884297521,1.07142857142857,2.13513513513514,9.96153846153846,1.52238805970149,1.58928571428571,1.02380952380952,1.4,2.25,1.75257731958763,1.82926829268293,2.33333333333333,1.1685393258427,1.95454545454545,1.72727272727273,1.62857142857143,1.05555555555556,1.39024390243902,1.32388663967611,1.09090909090909,1.72857142857143,2.49122807017544,1.20833333333333,1,2,1.41379310344828,8.0234375,1.20588235294118,1.1,1,1.11111111111111,2.13432835820896,1.04651162790698,1.15151515151515,1,1,1.04761904761905,1.05,1.39393939393939,1.25,1,1,1.55172413793103,1.02380952380952,1.10526315789474,1.3972602739726,1.13636363636364,2.42168674698795,1.75757575757576,1.64912280701754,1.38235294117647,1,1.23529411764706,1.26315789473684,2.08333333333333,2.79411764705882
