"","V2","V2.1","V1","V1.1","V2.2","V2.3","V4","V4.1","V1.2","V1.3","V1.4","V3","V1.5","V2.4","V3.1","V4.2","V1.6","V5","V3.2","V2.5","V1.7","V3.3","V4.3","V2.6","V1.8","V4.4","V2.7","V1.9","V1.10","V4.5","V4.6","V5.1","V3.4","V1.11","V1.12","V2.8","V4.7","V2.9","V1.13","V1.14","V1.15","V2.10","V1.16","V1.17","V4.8","V4.9","V4.10","V1.18","V3.5","V2.11","V2.12","V1.19","V1.20","V5.2","V1.21","V2.13","V2.14","V1.22","V2.15","V1.23","V5.3","V2.16","V4.11","V4.12","V1.24","V2.17","V1.25","V1.26","V2.18"
"1",1.35645933014354,1.11764705882353,1.20588235294118,1.5,1.58974358974359,2.16949152542373,1.04464285714286,2.2,1.06666666666667,1.04545454545455,2.38961038961039,1.11111111111111,1.70491803278689,1.73333333333333,1.03125,1.57377049180328,1.92307692307692,1.04347826086957,1.38888888888889,1.02857142857143,1.34375,1.06060606060606,2.27142857142857,1.55223880597015,1.02232142857143,2.078125,1.09090909090909,2.50769230769231,1.08333333333333,1.02702702702703,2.58666666666667,1.17241379310345,1.27272727272727,1.04545454545455,1.89411764705882,1.6969696969697,1.6551724137931,1.33333333333333,2.4,1.02631578947368,1.49612403100775,3.875,1.15384615384615,1.25786163522013,1,1.64285714285714,1.01657458563536,1.40217391304348,1.54545454545455,1.07317073170732,1.15909090909091,1.38461538461538,1.775,1.45,2,1.08695652173913,1.11111111111111,1.55,1.14285714285714,2.35365853658537,1.04255319148936,1.26582278481013,3.77551020408163,1.13333333333333,1.99350649350649,1.13095238095238,2.96428571428571,1.74025974025974,1.15151515151515
