"","V5","V4","V1","V2","V5.1","V1.1","V1.2","V5.2","V5.3","V2.1","V5.4","V3","V2.2","V2.3","V5.5","V1.3","V1.4","V5.6","V1.5","V5.7","V2.4","V3.1","V3.2","V5.8","V5.9","V2.5","V3.3","V3.4","V4.1","V3.5","V4.2","V5.10","V3.6","V2.6","V2.7","V4.3","V5.11","V5.12","V2.8","V5.13","V1.6","V5.14","V5.15","V1.7","V1.8","V3.7"
"1",5.81338028169014,2.88253382533825,2.20331950207469,1.1,1.04385964912281,1.57776049766719,3.28925619834711,4.47677119628339,1.1722972972973,1.25735294117647,10.5948275862069,3.79758713136729,2.0185575706453,4.86470588235294,11.7676348547718,2.12542372881356,3.53187440532826,1.1,3.82222222222222,8.625,11.9611650485437,1.14285714285714,4.22283813747228,1.00058479532164,6.94375,1.8045738045738,2.89356984478936,2.73170731707317,4.04120879120879,6.14964370546318,5.50167224080268,2.21428571428571,3.15034364261168,2.06443071491615,3.94043321299639,3.68965517241379,1.1,5.95009242144177,8.17146144994246,2.79858657243816,1.54545454545455,21.6196319018405,8.52156862745098,2.56637168141593,4.01497504159734,2.42148760330579
