"","V3","V3.1","V3.2","V4","V5","V5.1","V2","V3.3","V1","V1.1","V1.2","V3.4","V3.5","V5.2","V1.3","V5.3","V5.4","V3.6","V5.5","V5.6","V5.7","V3.7","V5.8","V4.1","V5.9","V3.8","V5.10","V5.11","V5.12","V2.1","V5.13","V5.14","V1.4","V3.9"
"1",1.008,1.10169491525424,1.17980295566502,1.26666666666667,1.5,1.38461538461538,1.74086378737542,1.07142857142857,1.4,1.7986798679868,2.28817204301075,1.02926829268293,3.3875,1.1304347826087,1.62385321100917,2.38566552901024,1.88589743589744,2.06024096385542,1.04166666666667,3.86394557823129,1.19026548672566,2.14984709480122,1.00678733031674,2.85454545454545,5.62222222222222,6.8955223880597,2.79674796747967,1.04721030042918,2.92830188679245,2.04942965779468,1.88709677419355,2.8010752688172,1.01785714285714,1.78360655737705
