"","V4","V4.1","V3","V2","V2.1","V1","V2.2","V4.2","V5","V5.1","V5.2","V5.3","V5.4","V4.3"
"1",1.76923076923077,1.71794871794872,8.39285714285714,1.69444444444444,1.88888888888889,10.4285714285714,4.03703703703704,2.84210526315789,1.1,1.1,4.75471698113208,1,1.1,1.8735632183908
