"","V2","V2.1","V4","V3","V4.1","V5","V4.2","V2.2","V4.3","V4.4","V3.1","V4.5","V4.6","V2.3"
"1",1.08333333333333,1.3448275862069,1.03703703703704,1.44,1,1,1.22727272727273,1.11764705882353,1,1,1.03921568627451,1.11111111111111,1,1.52631578947368
