"","V1","V3","V1.1","V3.1","V1.2","V3.2","V1.3","V3.3","V1.4","V3.4","V1.5","V2","V1.6","V2.1","V5","V2.2"
"1",2.21121251629726,2.53731343283582,2.14631043256997,2.53577981651376,2.09351620947631,2.47003745318352,2.11097256857855,2.27958833619211,2.16141235813367,2.46259842519685,2.12814070351759,6.03926701570681,1.67375886524823,6.45892351274788,2.30990415335463,5.51578947368421
