"","V2","V3","V1","V4","V5","V3.1","V3.2","V2.1","V5.1","V3.3","V4.1","V2.2","V2.3","V2.4","V2.5","V4.2","V4.3","V5.2","V5.3","V3.4","V2.6","V4.4","V5.4","V2.7","V5.5","V5.6","V3.5","V2.8","V2.9","V5.7","V5.8","V3.6","V5.9","V5.10","V3.7","V2.10","V2.11","V5.11","V5.12","V1.1","V1.2","V5.13","V1.3","V5.14","V4.5","V4.6","V1.4","V5.15","V5.16","V5.17","V3.8","V4.7","V5.18","V4.8","V3.9","V5.19","V5.20","V2.12","V5.21","V2.13","V1.5","V4.9","V2.14","V2.15","V5.22","V4.10","V3.10","V5.23","V5.24","V4.11","V4.12","V5.25","V1.6","V4.13","V2.16","V2.17","V5.26","V5.27","V5.28","V5.29","V1.7","V5.30","V5.31","V4.14","V2.18","V5.32","V5.33","V5.34","V5.35","V4.15","V5.36","V4.16","V2.19","V5.37","V5.38","V2.20","V1.8","V5.39","V1.9","V4.17","V1.10","V5.40","V5.41","V5.42","V4.18","V4.19","V1.11","V5.43","V5.44","V5.45","V4.20","V5.46","V2.21","V5.47","V5.48","V5.49","V5.50","V3.11","V5.51","V5.52","V5.53","V5.54","V2.22","V5.55","V5.56","V2.23","V4.21","V4.22","V3.12","V5.57","V4.23","V3.13","V1.12","V1.13","V1.14","V2.24","V4.24","V4.25","V4.26"
"1",1.41666666666667,1.03174603174603,1.17741935483871,1.29292929292929,2.09433962264151,1.3974358974359,5.11363636363636,1.8728813559322,1.07272727272727,2.67375886524823,1.67741935483871,1.93220338983051,1.18870056497175,2.24590163934426,2.10526315789474,1.12631578947368,1.6983606557377,1,1.13333333333333,2.03571428571429,1.96739130434783,1.02024291497976,3.33064516129032,2.81578947368421,1,1.47474747474747,1.21621621621622,1.91228070175439,2.16438356164384,1.36904761904762,1.70731707317073,1.15384615384615,1.78313253012048,1.1,2.38333333333333,1.04347826086957,1.27272727272727,2.56410256410256,1.5531914893617,1.25581395348837,1.21875,1.05882352941176,1.84615384615385,1.83333333333333,1.14285714285714,1.05882352941176,1.44444444444444,1,1.46242774566474,1.3125,1.15614617940199,1.19047619047619,1,4.10526315789474,1.31818181818182,3.02631578947368,1.27835051546392,3.5,1,1.35779816513761,1.40449438202247,3.51428571428571,1.6,1.58333333333333,1.48181818181818,2.70440251572327,1.046875,1.44915254237288,1.77358490566038,1.1,2.50877192982456,1.54901960784314,1.0990099009901,1.04651162790698,1.75,4.51315789473684,1,1,1,1,1.5,4.93023255813953,1,2.71014492753623,2.41538461538462,1.42241379310345,1,2.93939393939394,1.73857868020305,1.14634146341463,1.71232876712329,1.12698412698413,1.09433962264151,1.96774193548387,1,3.38,1.38888888888889,1,1.44615384615385,2.02,1.03846153846154,1.1875,1.50279329608939,1.35294117647059,6.83333333333333,7.74285714285714,1.23529411764706,1.47857142857143,1.33167082294264,2.41463414634146,2.65,1,2.07843137254902,1.88011152416357,1.05555555555556,1.05714285714286,1.93333333333333,2,2.31428571428571,3.07692307692308,1.12396694214876,2.16867469879518,1.84158415841584,1.17098445595855,1.15686274509804,2.67708333333333,1.35789473684211,1.5,1.40625,1.8,2.87301587301587,1.85416666666667,3.06818181818182,1.80379746835443,1.04854368932039,1.59090909090909,1.75590551181102,2.35102040816327,1.44615384615385
