"","V3","V2","V1","V2.1","V4","V4.1","V1.1","V2.2","V4.2","V1.2","V5","V1.3","V1.4","V4.3","V1.5","V4.4","V1.6","V4.5","V2.3","V4.6","V4.7","V4.8","V5.1","V1.7","V1.8","V5.2","V1.9","V1.10","V4.9","V5.3","V5.4","V2.4","V4.10","V5.5","V4.11","V5.6","V1.11","V5.7","V4.12","V2.5","V2.6","V5.8","V5.9","V4.13","V5.10","V5.11","V2.7","V5.12","V2.8","V1.12","V2.9","V5.13","V5.14","V3.1","V1.13","V1.14","V2.10","V2.11","V2.12","V3.2","V5.15","V1.15","V4.14","V1.16","V3.3","V3.4","V3.5","V2.13","V4.15","V2.14","V5.16","V5.17","V1.17","V5.18","V3.6","V1.18","V5.19","V4.16","V5.20","V5.21","V3.7","V2.15","V4.17","V1.19","V4.18","V2.16","V4.19","V2.17","V5.22","V1.20","V5.23","V5.24","V2.18","V1.21","V1.22","V3.8","V5.25","V2.19","V2.20","V1.23","V3.9","V4.20","V3.10","V5.26","V4.21","V5.27","V2.21","V5.28","V1.24","V1.25","V5.29","V4.22","V2.22","V2.23","V1.26","V2.24","V2.25","V2.26","V2.27","V1.27","V5.30","V1.28","V5.31","V4.23","V2.28","V1.29","V5.32","V1.30"
"1",1.91176470588235,1.23076923076923,6.52991452991453,1.1875,1.46575342465753,3.93243243243243,1.58823529411765,2.75,1,2.14814814814815,1.25,3.56060606060606,5.25,1.03409090909091,1.1,2.6078431372549,4.43421052631579,1.728,1.3125,3.61538461538461,4.36666666666667,2.86206896551724,1.13333333333333,1.05,2.24545454545455,1.66666666666667,3.72222222222222,1.91836734693878,8.20833333333333,3.91428571428571,1.17647058823529,1.55825242718447,1.58904109589041,3.59235668789809,1.86577181208054,1.42307692307692,5.07792207792208,5.34123222748815,4.22413793103448,1.3768115942029,6.8,4.45366795366795,1.34545454545455,1.62983425414365,1.12244897959184,1.34782608695652,2.01298701298701,1.30769230769231,1.77678571428571,2.53571428571429,2.79939209726444,1,1.22222222222222,1.0625,2.88095238095238,4.35971223021583,12.8192771084337,1,1.40625,1.11111111111111,2.50104166666667,3.77906976744186,1.92727272727273,1.81818181818182,2.11475409836066,5.21978021978022,1.1710843373494,1.31506849315068,1.06666666666667,1.02758620689655,1.21428571428571,1.86666666666667,2.62068965517241,3.05952380952381,2.62790697674419,4.70188679245283,1.72413793103448,2.3469387755102,4.14765100671141,2.13924050632911,1.05555555555556,1.55,1.17117117117117,1.63247863247863,2.15037593984962,1.61575757575758,5.92696629213483,1.13636363636364,4.19909502262443,1.1,3.38028169014084,4.23717948717949,4.27659574468085,1.1,1.68852459016393,1.05263157894737,3.07843137254902,1.125,1.57534246575342,3.05263157894737,3.31944444444444,1.41111111111111,8.3128078817734,1.3921302578019,1.06666666666667,1.27272727272727,2.08496732026144,1.55,5.51923076923077,6.48672566371681,1.04761904761905,1.69333333333333,1.27205882352941,1.56043956043956,4.90322580645161,7.70588235294118,1.04347826086957,1.16049382716049,1.71698113207547,2.93939393939394,1.13097072419106,1.13333333333333,1.6,1.77011494252874,1.73529411764706,1.94285714285714,3.52061855670103,2.42571428571429
