"","V5","V5.1","V4","V3","V5.2","V3.1","V4.1","V4.2","V2","V2.1","V2.2","V4.3","V4.4","V2.3","V5.3","V5.4","V4.5","V5.5","V1","V2.4","V2.5","V2.6","V3.2","V3.3","V5.6","V4.6","V4.7","V4.8","V2.7","V2.8","V4.9","V3.4","V2.9","V2.10","V2.11","V3.5","V2.12","V2.13","V2.14","V5.7","V4.10","V3.6","V3.7","V2.15","V3.8","V3.9","V5.8","V2.16","V3.10","V4.11","V4.12","V3.11","V1.1","V5.9","V3.12","V4.13","V4.14","V1.2","V1.3","V5.10","V2.17","V4.15","V3.13","V4.16","V2.18","V4.17","V5.11","V5.12","V5.13","V4.18","V2.19","V3.14","V5.14","V2.20","V1.4","V2.21","V3.15","V2.22","V3.16","V2.23","V2.24","V4.19","V2.25","V5.15","V2.26","V5.16","V5.17","V3.17","V3.18","V5.18","V2.27","V2.28","V4.20","V5.19","V2.29","V2.30","V2.31","V3.19","V4.21","V4.22","V4.23","V2.32","V5.20","V2.33","V1.5","V4.24","V3.20","V1.6","V4.25","V2.34","V2.35","V2.36","V5.21","V3.21","V5.22","V3.22","V3.23","V5.23","V4.26","V2.37","V2.38","V5.24","V4.27","V2.39","V5.25","V2.40","V2.41","V5.26"
"1",1.61904761904762,5.05555555555556,1.74626865671642,1.14285714285714,2.35483870967742,1.17460317460317,2.125,1.03597122302158,2.04761904761905,1.8,1.17647058823529,1.65,3.02439024390244,1.03529411764706,1,1.75862068965517,2.17142857142857,1.28865979381443,1.14285714285714,1.15923566878981,1.70454545454545,1.03571428571429,1.15384615384615,1,3.23529411764706,1,1.02857142857143,1.16666666666667,1.03597122302158,1.77215189873418,1,1.03,2.08571428571429,1.11347517730496,2.12857142857143,1.18181818181818,1.17258883248731,1.81375358166189,1.05454545454545,2.09090909090909,1.69354838709677,1.38502673796791,1.01851851851852,1.4251968503937,1.16666666666667,1.27777777777778,1.28333333333333,1,2.15384615384615,1.6969696969697,3.65555555555556,1.15384615384615,1.38461538461538,1.14285714285714,1.55555555555556,1.23008849557522,1.06410256410256,1.07142857142857,1.6,1.38461538461538,1.41592920353982,1.48275862068966,1.19565217391304,1.69230769230769,1.98913043478261,2.98360655737705,5.03030303030303,3.04166666666667,1,2.68518518518519,1.16666666666667,1,1.16,1.1830985915493,1.65384615384615,1.21559633027523,1.65714285714286,1.78181818181818,1.30701754385965,1.49056603773585,1.28571428571429,1.14285714285714,1.12121212121212,2.25,1.24299065420561,3.31325301204819,1.37984496124031,1.57142857142857,1.11616161616162,1,3.27692307692308,1.09859154929577,2.1123595505618,1,1.29787234042553,1.1875,1.73863636363636,1.14285714285714,1.52083333333333,1.96551724137931,1.35849056603774,1.26760563380282,2.24309392265193,2.33968253968254,1.03448275862069,1.04761904761905,1.16793893129771,1.17647058823529,1.1304347826087,1.14720812182741,1.23529411764706,2,1.2952380952381,1.03409090909091,1.9375,1.07594936708861,1.04545454545455,1.72340425531915,1.51428571428571,1.26923076923077,1.40780911062907,1,1.2962962962963,2.10483870967742,1.85454545454545,1.75,3.01554404145078,1.73267326732673
