"","V3","V1","V3.1","V1.1","V5","V1.2","V4","V1.3","V4.1","V1.4","V4.2","V1.5","V3.2","V1.6","V4.3","V1.7","V4.4","V1.8","V4.5","V1.9","V4.6","V1.10"
"1",1.42756680731364,1.47120418848168,1.53821656050955,1.48184818481848,1.07453416149068,1.65024630541872,1.04191616766467,1.76972624798712,1.7072758037225,3.71875,1.99804305283757,3.4147465437788,1.25945945945946,1.43243243243243,1.28947368421053,2.28571428571429,1.4265625,3.22604422604423,1.6747572815534,3.0561797752809,1.69078947368421,3.30588235294118
