"","V3","V3.1","V2","V2.1","V3.2","V2.2","V2.3","V4","V1","V1.1","V4.1","V4.2","V3.3","V4.3","V5","V2.4","V1.2","V4.4","V2.5","V2.6","V4.5","V4.6","V2.7","V2.8","V2.9","V5.1","V3.4","V4.7","V3.5","V5.2","V2.10","V3.6","V4.8","V5.3","V4.9","V4.10","V2.11","V1.3","V4.11","V2.12","V3.7","V3.8","V2.13","V5.4","V3.9","V4.12","V4.13","V2.14","V3.10","V4.14","V5.5","V5.6","V3.11","V5.7","V2.15","V4.15","V2.16","V4.16","V3.12","V5.8","V2.17","V4.17","V1.4","V3.13","V3.14","V3.15","V1.5","V5.9","V2.18","V4.18","V2.19","V3.16","V4.19","V1.6","V3.17","V4.20","V4.21","V4.22","V4.23","V4.24","V3.18","V4.25","V2.20","V3.19","V5.10","V5.11","V3.20","V4.26","V5.12","V3.21","V3.22","V4.27","V4.28","V3.23","V3.24","V2.21","V1.7","V3.25","V2.22","V2.23","V1.8","V5.13","V4.29","V4.30","V3.26","V2.24","V4.31","V2.25","V3.27","V5.14","V3.28","V5.15","V5.16","V3.29","V2.26","V2.27","V5.17","V4.32","V4.33","V1.9","V5.18","V4.34","V4.35","V2.28","V5.19","V4.36","V2.29","V3.30","V5.20","V3.31","V5.21","V5.22","V3.32","V5.23","V5.24","V3.33","V5.25","V5.26","V2.30","V4.37","V5.27"
"1",1.22266401590457,1.25,5.6887417218543,2.41130604288499,1.1,1.02467489163054,2.92,7.96703296703297,1.8780487804878,11.2648190916089,5.03252032520325,1.69565217391304,1.77902621722846,2.47826086956522,1.1256038647343,2.28086419753086,4.45348837209302,2.2,4,2.66666666666667,5.94294294294294,2.57894736842105,1.73529411764706,2.13513513513514,3.42675159235669,12.9476923076923,1.37054794520548,1.51684636118598,2.21478060046189,2.80095923261391,4.09127382146439,2.20634920634921,3.63756345177665,3.60948905109489,2.03703703703704,3.56024844720497,1.29793977812995,1.41443298969072,1.23958333333333,1.39444444444444,6.70204841713222,1.1,5.175,3.18864908073541,1.03521126760563,4.97686375321337,3.11715481171548,4.87133182844244,2.81176470588235,1.67371847030106,1.08,8.58940397350993,6.21428571428571,1.25196850393701,2.28365384615385,1.55555555555556,1.11363636363636,2.98850574712644,1.1,1.14285714285714,1.21428571428571,3.28748806112703,2.80103359173127,1.29230769230769,1.6955074875208,4.59516616314199,1.5874213836478,3.21881390593047,11.28,1.42537313432836,2.15671641791045,1.00519480519481,1.30555555555556,1.46456140350877,1.34567901234568,1.85714285714286,3.09677419354839,5.26933333333333,1.73076923076923,1.42620232172471,5.21153846153846,1.55147058823529,7.81325301204819,11.6206896551724,3.10526315789474,1.12903225806452,8.22616822429907,2.45833333333333,2.04919292851653,1.48349056603774,1.7027027027027,1.09375,1.73076923076923,1.1,4.30369127516779,1.21428571428571,1.1,4.72685185185185,4.30181818181818,1.1,1.45721271393643,1,1.38095238095238,3.9047619047619,2.97796817625459,1.17297297297297,1.13826366559486,1.63333333333333,1.1304347826087,1.09259259259259,5.5027027027027,1.82366589327146,2.6,1.11538461538462,1.10810810810811,1.46428571428571,3.49201277955272,1.15991902834008,1.99738219895288,4.853515625,1.34842015371477,1.21428571428571,1.29565217391304,1,2.32272727272727,4.19298245614035,1.41054313099042,8.69505494505495,8.04682274247492,1.1,1,1.33052631578947,1.23482849604222,1.86697247706422,1.45161290322581,1.46153846153846,9.0077519379845,2.62962962962963,12.6607142857143,1.91095890410959,2.96732026143791
