"","V2","V4","V4.1","V2.1","V5","V4.2","V4.3","V1","V5.1","V4.4","V3","V2.2","V4.5","V1.1","V3.1","V1.2","V3.2","V5.2","V1.3","V5.3","V4.6","V1.4","V3.3","V5.4","V5.5","V4.7","V5.6","V2.3","V2.4","V4.8","V3.4","V5.7","V3.5","V5.8","V3.6","V4.9","V1.5","V3.7","V4.10","V3.8","V4.11","V5.9","V3.9","V5.10","V4.12","V5.11","V3.10","V5.12","V2.5","V5.13","V1.6","V2.6","V1.7"
"1",1.11111111111111,1.075,1.375,1.58823529411765,1.15151515151515,1.13636363636364,1.26315789473684,1.5,1.19047619047619,1.05555555555556,1.19642857142857,1.1,1,1.76,1.09090909090909,1.68,1.23529411764706,1.28571428571429,1.26315789473684,1,1.33333333333333,1.05882352941176,1.03448275862069,1,1,2.21538461538462,1.26923076923077,1.23529411764706,1.91666666666667,1.3936170212766,1.17857142857143,1,1.53333333333333,1.10526315789474,1.63157894736842,2.83783783783784,1.04166666666667,1.20833333333333,1.22857142857143,1,1.05,1,1.15432098765432,1.37704918032787,1.03333333333333,1.07894736842105,1.24390243902439,1.03333333333333,1.16470588235294,1,1.15384615384615,1.27777777777778,1.06273062730627
