"","V3","V2","V5","V1","V2.1","V2.2","V3.1","V3.2","V4","V3.3","V5.1","V3.4","V1.1","V3.5","V5.2","V3.6","V4.1","V2.3","V4.2","V1.2","V3.7","V2.4","V2.5","V1.3","V1.4","V1.5","V3.8","V3.9","V1.6","V5.3","V2.6","V1.7","V4.3","V4.4","V4.5","V3.10","V2.7","V2.8","V1.8","V5.4","V3.11","V1.9","V4.6","V3.12","V3.13","V1.10","V5.5","V3.14","V3.15","V1.11","V2.9","V1.12","V4.7"
"1",2.33333333333333,1.46511627906977,4.75,2.5,1.39473684210526,2,1.29166666666667,1.02564102564103,1.46666666666667,5.51578947368421,1.29850746268657,1.09090909090909,1.21621621621622,9.86363636363636,1.41666666666667,10.2142857142857,1.0952380952381,1.09259259259259,1.33333333333333,1.1,1.41071428571429,11.0925925925926,2.6,1.1,1.1,4.32291666666667,1.51515151515152,1.5952380952381,1.01449275362319,7.17557251908397,7.87878787878788,1.1,2.50724637681159,1.20833333333333,1.45161290322581,1.19047619047619,9.24,2.89655172413793,1.06976744186047,1,1.21428571428571,1.1,1.98930481283422,1.3452380952381,2.19354838709677,2.90243902439024,2.07843137254902,1.45161290322581,2.52525252525253,1.1,1.83333333333333,1.88405797101449,8.08333333333333
