"","V2","V4","V5","V5.1","V4.1","V3","V5.2","V5.3","V4.2","V3.1","V3.2","V1","V4.3","V2.1","V4.4","V1.1","V3.3","V4.5","V2.2","V3.4","V3.5","V2.3","V5.4","V3.6","V3.7","V3.8","V5.5","V1.2","V5.6","V5.7","V3.9","V1.3","V3.10","V3.11","V3.12","V4.6","V3.13","V5.8","V3.14","V5.9","V3.15","V5.10","V4.7","V4.8","V5.11","V5.12","V3.16","V2.4","V4.9","V3.17","V1.4","V2.5","V5.13","V3.18","V5.14","V2.6","V1.5","V1.6","V1.7","V5.15","V3.19","V4.10","V1.8","V4.11","V1.9","V4.12","V5.16","V4.13","V1.10","V2.7","V5.17","V2.8","V3.20","V4.14","V4.15","V2.9","V4.16","V4.17","V5.18","V3.21","V5.19","V3.22","V5.20","V2.10","V4.18","V2.11","V1.11","V5.21","V5.22","V5.23","V3.23","V4.19","V4.20","V3.24","V2.12","V1.12","V4.21","V5.24","V5.25","V3.25","V4.22","V5.26","V2.13","V2.14","V5.27","V1.13","V1.14","V4.23","V3.26","V5.28","V3.27","V5.29","V3.28","V5.30","V2.15","V4.24","V3.29","V4.25","V3.30","V1.15"
"1",1.66386554621849,1.28116938950989,1.8953488372093,1.79310344827586,1.1,3.85234899328859,2.10526315789474,1.69387755102041,2.55833333333333,2.5,2.0418410041841,6,1.1,3.97115384615385,1.1,1.15976331360947,7.31372549019608,1.26920462270564,1.08994708994709,5.10731707317073,1.15286624203822,5.79166666666667,3.53947368421053,1.14446952595937,7.28888888888889,5.48255813953488,3.86363636363636,1.35955056179775,2.25490196078431,6.65131578947368,1.14976958525346,1.1,5.7196261682243,5.45338983050847,1.29545454545455,3.58585858585859,2.47858942065491,7.90459363957597,2.9780701754386,1.00863557858377,2.91304347826087,2.08939708939709,6.66261398176292,4.35429769392034,1.22516556291391,13.1018518518519,1.29857819905213,1.40575079872204,1.11940298507463,2.0625,4.60144927536232,9.31168831168831,3.37837837837838,1.34125636672326,2.29192546583851,3.46676514032496,2.56213017751479,2.13100436681223,1.53360488798371,7.78,11.4380165289256,12.4857142857143,1.87089201877934,1.21983002832861,2.5765306122449,5.12903225806452,1.31055900621118,2.5519877675841,5.4392523364486,4.23197492163009,1.76510067114094,3.41481481481481,1.15789473684211,1.13273771537971,1.62402088772846,14.2333333333333,3,1.05,3.31205673758865,2.44025157232704,1.24316109422492,1.16863905325444,12.089552238806,1.62962962962963,2.12704918032787,18.2708333333333,1.1,1.59055118110236,1,1.05465288035451,19.0393700787402,1.18181818181818,5.181598062954,1.52866242038217,3.74522712310731,5.86725663716814,3.06728538283063,1.03571428571429,1.94623655913978,10.2121212121212,3.51612903225806,2.36734693877551,4.45238095238095,1.75590551181102,3.47096774193548,1.1,4.35802469135803,2.91735537190083,4.86989795918367,1.33864541832669,2.46885245901639,2.85393258426966,2.58181818181818,13.969465648855,2.8974358974359,1.1,3.92307692307692,1.33333333333333,1.69724770642202,1.66666666666667
