"","V5","V3","V5.1","V3.1","V5.2","V3.2","V5.3","V3.3","V5.4","V3.4"
"1",5.92307692307692,1.64039408866995,5.86046511627907,1.85531135531136,6.3974358974359,1.78688524590164,7.61538461538461,1.70363636363636,1.12280701754386,2.28333333333333
