"","V5","V1","V4","V1.1","V3","V4.1","V2","V2.1","V1.2","V1.3","V5.1","V1.4","V1.5","V3.1","V3.2","V3.3","V1.6","V3.4","V4.2","V3.5","V1.7","V1.8","V5.2","V1.9","V2.2","V1.10","V5.3","V5.4","V2.3","V5.5","V1.11","V5.6","V5.7","V5.8","V1.12","V5.9","V5.10","V5.11","V1.13","V5.12","V3.6","V3.7"
"1",1.14285714285714,1.1,9.40697674418605,1.1,1.89393939393939,1.28813559322034,1.42105263157895,1.51351351351351,1.28571428571429,2.56410256410256,3.34782608695652,3.5,1.90540540540541,1,1.04166666666667,3.45070422535211,2.27450980392157,1.39024390243902,1,1.05714285714286,1.1,1.17741935483871,2.66666666666667,1.1,5.77803738317757,1.59459459459459,2.86858974358974,7.38666666666667,1.3265306122449,1.1875,3.26086956521739,1.05128205128205,2.73333333333333,1.95,1.11688311688312,1.08108108108108,1.48484848484848,1.56906077348066,1.33333333333333,1.94,1.56928838951311,6.10903426791277
