"","V3","V1","V5","V1.1","V2","V1.2","V2.1","V1.3","V2.2","V1.4","V2.3","V1.5"
"1",1.0328227571116,1.38147138964578,1.09819413092551,1.3765541740675,1.37940379403794,1.37544169611307,2.17880794701987,1.4141689373297,1.57250755287009,1.37971274685817,1.64485981308411,1.45286506469501
