"","V3","V5","V5.1","V5.2","V2","V3.1","V1","V5.3","V4","V4.1","V4.2","V2.1","V1.1","V1.2","V2.2","V1.3","V3.2","V1.4","V4.3","V3.3","V4.4","V1.5","V3.4","V4.5","V4.6","V1.6","V3.5","V4.7","V5.4","V3.6"
"1",1.20987654320988,7.21100917431193,1.98554533508541,1.98048048048048,2.50526315789474,5.40740740740741,1.44642857142857,1.06779661016949,3.1085141903172,1.84615384615385,2.23684210526316,2.09677419354839,1.84782608695652,1.35087719298246,7.02671755725191,1.15584415584416,1,1.02,1.13793103448276,1.79503105590062,3.12765957446809,1.49019607843137,7.86764705882353,1.30263157894737,1.65625,2.64236111111111,3.87179487179487,1.43157894736842,1.1,3.1171875
