"","V5","V1","V5.1","V3","V5.2","V1.1","V3.1","V3.2","V4","V1.2","V5.3","V5.4","V1.3","V2","V1.4","V1.5","V2.1","V1.6","V2.2","V5.5","V5.6","V1.7","V5.7","V3.3","V1.8","V2.3","V4.1","V3.4","V5.8","V3.5","V2.4","V4.2","V1.9","V2.5","V4.3","V1.10","V2.6","V4.4","V3.6","V3.7","V4.5","V3.8","V1.11","V4.6","V3.9","V4.7","V3.10","V5.9","V4.8","V1.12","V4.9","V3.11","V1.13","V2.7","V3.12","V3.13","V3.14","V3.15","V4.10","V4.11","V4.12","V3.16","V4.13","V5.10","V5.11","V4.14","V1.14","V5.12","V4.15","V3.17","V2.8","V5.13","V5.14","V5.15","V4.16","V5.16","V5.17","V5.18","V4.17","V3.18","V4.18","V1.15","V5.19","V3.19","V2.9","V3.20"
"1",2,1.99159663865546,2.08695652173913,1.21739130434783,1.09090909090909,1.23333333333333,1.06145251396648,1.3,1,1.21621621621622,1,1,1.05555555555556,1.25714285714286,2.09859154929577,1.05263157894737,1.05084745762712,1.03571428571429,1.25,1,1.03846153846154,1.09090909090909,1,1.04575163398693,1.40350877192982,1.01612903225806,1,1.85,1,1.26315789473684,1.42857142857143,1.13571428571429,1.21276595744681,1.48571428571429,1.05714285714286,1.03703703703704,1.45161290322581,1.43333333333333,1.1864406779661,1.03571428571429,1.51111111111111,3.45161290322581,1.10526315789474,1.18181818181818,1.07142857142857,2.28089887640449,1.15151515151515,1,1.08928571428571,1.23809523809524,1.24528301886792,1.08333333333333,1.05555555555556,1.11111111111111,1.37179487179487,1.21243523316062,2.1304347826087,1.57692307692308,1.1219512195122,1.36923076923077,1.04,1.15068493150685,1.33333333333333,1,1.23076923076923,1.8,1.05,1.45833333333333,1.25373134328358,1.08571428571429,1.6,1.42857142857143,1.04761904761905,1,1.25581395348837,1.03703703703704,1,1.4,1.14473684210526,1.1,1.32727272727273,1.12903225806452,1,1.5,1.1304347826087,1
