"","V5","V1","V3","V4","V5.1","V3.1","V4.1","V2","V3.2","V3.3","V5.2","V5.3","V1.1","V2.1","V3.4","V5.4","V3.5","V2.2","V3.6","V4.2","V5.5","V5.6","V3.7","V1.2","V3.8","V4.3","V5.7","V3.9","V2.3","V4.4","V4.5","V4.6","V2.4","V3.10","V3.11","V3.12","V3.13","V5.8","V5.9","V1.3","V5.10","V5.11","V5.12","V3.14","V2.5","V5.13","V5.14","V4.7","V2.6","V5.15","V4.8","V4.9","V5.16","V2.7","V3.15","V5.17","V4.10","V2.8","V5.18","V3.16","V4.11","V5.19","V5.20","V4.12","V2.9","V5.21","V5.22","V3.17","V4.13","V2.10","V5.23","V1.4","V5.24","V3.18","V1.5","V2.11","V5.25","V5.26","V2.12","V3.19","V4.14","V2.13","V5.27","V1.6","V3.20","V3.21","V2.14","V3.22","V3.23","V4.15","V5.28","V3.24","V2.15","V5.29","V1.7","V3.25","V5.30","V2.16","V5.31","V1.8","V5.32","V4.16","V2.17","V3.26","V5.33","V3.27","V3.28","V4.17","V2.18","V4.18","V5.34","V3.29","V4.19","V2.19","V4.20","V5.35","V2.20","V2.21","V5.36","V3.30","V1.9","V3.31","V3.32","V1.10","V4.21","V5.37","V3.33","V5.38","V3.34","V5.39","V4.22","V2.22","V4.23","V4.24","V4.25","V2.23","V1.11","V4.26","V5.40","V5.41","V4.27"
"1",1.0244399185336,1.01587301587302,1.93589743589744,3.32038834951456,1,8.71802325581395,1.25,1.04597701149425,1.51851851851852,1.68046571798189,1.68493150684932,1.0952380952381,2.47222222222222,1.21052631578947,1.41780821917808,1.0188679245283,2.49275362318841,1,1.94193548387097,1.03846153846154,1.1063122923588,1,1.09677419354839,1.54166666666667,1.9625,1.84659090909091,10.354609929078,3.15744680851064,2.67283950617284,2.03414634146341,1.61850649350649,1.01612903225806,2.53865979381443,4.21538461538462,1.125,2.45426829268293,1.74309392265193,1.52996845425868,1,2.30769230769231,1.22045454545455,1,1.33333333333333,6.95,3.15555555555556,2.9469696969697,5.27205882352941,1.27298850574713,1.28787878787879,5.68981481481482,1.19047619047619,1.68715083798883,2.55769230769231,2.26785714285714,1.26060606060606,1.08,2.0952380952381,1.02352941176471,1,1.05,1.27272727272727,1.06294416243655,2.03684210526316,1.27450980392157,1.0506993006993,1.16140350877193,3.69767441860465,9.05555555555556,1.48401826484018,4.62068965517241,1.31372549019608,2.76978417266187,1.28571428571429,3.42548076923077,2.79310344827586,1.33333333333333,1.78274760383387,1.23762376237624,1.04,1.33554817275748,1.125,2.02985074626866,1.02469135802469,1.03571428571429,1.26666666666667,1.06896551724138,1.62121212121212,1.14285714285714,6.84736842105263,1.28290468986384,1.60869565217391,1.28,1.04,1,2.04810996563574,2.91666666666667,1,3.10791366906475,1.07421875,1.66666666666667,4.04950495049505,1.63636363636364,1.05,1.05,4.04455445544555,5.73643410852713,5.45614035087719,1.2,2.70588235294118,1.25581395348837,1.18971061093248,5.67105263157895,1.1304347826087,1.44444444444444,1.05714285714286,1.33333333333333,1.5969387755102,1.43604651162791,1.37410071942446,6.73684210526316,1.54078947368421,1.4,1.08490566037736,1.17391304347826,2.5,1.55454545454545,3.70414201183432,1.54893617021277,2.47107438016529,1,1.5,1.17283950617284,1.5009900990099,7.51724137931035,1.14814814814815,1.44444444444444,1.032,1.42105263157895,1.14285714285714,1.87179487179487,1.125
