"","V2","V1","V2.1","V1.1","V4","V1.2","V4.1","V1.3"
"1",1.23106546854942,1.40695915279879,1.41360544217687,1.3589364844904,1.4602510460251,1.47320061255743,1.51884057971014,1.56055900621118
