"","V4","V4.1","V5","V1","V1.1","V3","V4.2","V1.2","V1.3","V5.1","V1.4","V5.2","V3.1","V2","V2.1","V1.5","V3.2","V3.3","V1.6","V3.4","V5.3","V5.4","V1.7","V1.8","V1.9","V5.5","V1.10","V5.6","V5.7","V5.8","V5.9","V5.10","V3.5","V5.11","V4.3","V2.2","V4.4","V4.5","V1.11","V1.12","V2.3","V5.12"
"1",1.44981412639405,1.22222222222222,1.62096774193548,1.4858934169279,1.33644859813084,6.02439024390244,9.9375,1.66257668711656,1.42424242424242,3.12396694214876,1.73476702508961,2.93456032719836,7.29411764705882,1.79166666666667,2.76607387140903,1.82448979591837,10.1512605042017,2.5,1.1,6.5,7.43065693430657,1.3448275862069,1.66666666666667,4.91304347826087,1.28,1.1,2.22397476340694,1.1038961038961,3.6547619047619,3.59493670886076,1.91866028708134,1.23076923076923,2.57746478873239,1.80669144981413,1.25925925925926,3.50769230769231,1.48484848484848,1.125,3.11904761904762,1.70610687022901,2.68558951965066,2.43189368770764
