"","V4","V5","V4.1","V3","V5.1","V4.2","V5.2","V1","V3.1","V5.3","V5.4","V5.5","V3.2","V5.6","V4.3","V4.4","V5.7","V3.3","V2","V4.5","V4.6","V5.8","V4.7","V2.1","V1.1","V2.2","V5.9","V1.2","V1.3","V4.8","V1.4","V5.10","V4.9","V5.11","V4.10","V5.12","V5.13","V5.14","V3.4","V3.5","V2.3","V5.15","V2.4","V5.16","V5.17","V5.18","V3.6","V5.19","V5.20","V5.21","V5.22","V4.11","V5.23","V4.12","V4.13","V1.5","V3.7","V5.24","V1.6","V3.8","V4.14","V4.15","V3.9","V1.7","V4.16","V5.25","V3.10","V5.26","V5.27","V5.28","V2.5","V3.11","V2.6","V5.29","V1.8","V5.30","V5.31","V1.9","V1.10","V5.32","V4.17","V1.11"
"1",2.57692307692308,2.26666666666667,1.76086956521739,1.1,1.56989247311828,1.70212765957447,1.1304347826087,1.51724137931034,1.1,1.84615384615385,2.56818181818182,5.48275862068966,1.1,3.37837837837838,6.10810810810811,6.80487804878049,1.74193548387097,1.1,1.17391304347826,19.46875,6.12903225806452,2.65217391304348,1.58208955223881,1.68838763575606,1.05133079847909,1.67692307692308,1.0625,1.57894736842105,20.7784810126582,7.42352941176471,2.5390625,2,9.46666666666667,3.22222222222222,1.61340206185567,2.55172413793103,4.74181818181818,1.28571428571429,12.0748502994012,1.64285714285714,2.85271317829457,2.42596810933941,1.53846153846154,1.94444444444444,1.65979381443299,1.95238095238095,1.1,1.23809523809524,1.4390243902439,1.28712871287129,2.71264367816092,3.89256198347107,1.55581947743468,9.1304347826087,5.05128205128205,1.75,1.1,3.51724137931035,1.7710843373494,1.1,3.90625,1.1,1.34615384615385,1.16101694915254,2.64893617021277,1.57142857142857,2.84647302904564,1.046875,1.356,2.13461538461538,27.0185185185185,1.1,1.62820512820513,1.92537313432836,2.42723004694836,1.05633802816901,1.20689655172414,1.01360544217687,1.06666666666667,1.375,1.80769230769231,1.83720930232558
