"","V5","V2","V5.1","V5.2","V1","V5.3","V1.1","V3","V5.4","V1.2","V4","V2.1","V5.5","V1.3","V2.2","V5.6","V1.4","V5.7","V5.8","V5.9","V1.5","V1.6","V1.7","V1.8","V3.1","V1.9","V4.1","V5.10","V4.2","V1.10","V4.3","V1.11","V2.3","V4.4","V1.12","V1.13","V4.5","V1.14","V2.4","V5.11","V4.6","V2.5","V4.7","V4.8","V1.15","V1.16","V5.12","V4.9","V4.10","V1.17","V3.2","V1.18","V3.3","V1.19","V2.6","V2.7","V5.13","V2.8","V2.9","V5.14","V5.15","V2.10","V5.16","V5.17","V1.20","V4.11","V1.21","V1.22","V1.23","V2.11","V3.4","V5.18","V5.19","V1.24","V5.20","V1.25","V2.12","V5.21","V5.22","V3.5","V2.13","V4.12"
"1",1.23809523809524,1.03448275862069,1.17948717948718,1,1.17226890756303,1,1.15,1.8125,1,2.6,1.07317073170732,1,1,1.05714285714286,1.37037037037037,1.46428571428571,1.57246376811594,1,1.21052631578947,1.39130434782609,1.72222222222222,1.21052631578947,1.046875,3.60542168674699,1.8013698630137,1.25,1,1.46153846153846,1.08965517241379,1.18055555555556,3.34640522875817,1.3125,1.11111111111111,1,2.60402684563758,1.03571428571429,1.47849462365591,1.33333333333333,3.47916666666667,1.23529411764706,1.09322033898305,1.16755319148936,1.1304347826087,1.05882352941176,2.06382978723404,1.05,1,1.61538461538462,1.17142857142857,1.23170731707317,1,2.58547008547009,1.06045340050378,1.15,1.08333333333333,1.55555555555556,1,1.16,1.08496732026144,1,1.88235294117647,1.6,1.18181818181818,1.4047619047619,1.77358490566038,1.17391304347826,1.16990291262136,1.14285714285714,3.78787878787879,1.01960784313725,1.31707317073171,1,1.90243902439024,1.47577092511013,2.50588235294118,1.82051282051282,1.31818181818182,2.63677130044843,1.57894736842105,1.06666666666667,1.48571428571429,1
