"","V1","V1.1","V4","V5","V1.2","V5.1","V2","V4.1","V2.1","V4.2","V4.3","V4.4","V2.2","V4.5","V4.6","V4.7"
"1",1.28665785997358,1.21428571428571,1.28744939271255,1,1.0032967032967,1,1.29123711340206,5.9,1.38857938718663,10.9479166666667,1.59259259259259,15.5223880597015,1.8937875751503,10.6836734693878,2.34498834498834,6.24096385542169
