"","V5","V2","V4","V5.1","V4.1","V2.1","V3","V5.2","V4.2","V5.3","V4.3","V1","V1.1","V2.2","V5.4","V2.3","V1.2","V3.1","V1.3","V5.5","V1.4","V4.4","V5.6","V3.2","V5.7","V1.5","V3.3","V2.4","V4.5","V2.5","V3.4","V3.5","V2.6","V3.6","V2.7","V1.6","V5.8","V1.7","V4.6","V3.7","V4.7","V2.8","V4.8","V2.9","V5.9","V5.10","V2.10","V2.11","V4.9","V5.11","V2.12","V5.12","V5.13","V4.10","V2.13","V1.8","V3.8","V2.14","V1.9","V4.11","V1.10","V4.12","V3.9","V1.11","V2.15","V1.12","V4.13","V5.14","V3.10","V5.15","V1.13","V4.14","V2.16","V5.16","V1.14","V4.15","V4.16","V5.17"
"1",2.46043165467626,1.82191780821918,1.18421052631579,2.2280701754386,1.03703703703704,1.60714285714286,1.12101910828025,1.02958579881657,1.04761904761905,1.3584229390681,2.46875,1.94818652849741,1.87861271676301,7.2824427480916,2.39285714285714,1.1924882629108,1.04285714285714,1.2289156626506,2.14084507042254,1,1.45386766076421,1.32,2.58620689655172,1.0952380952381,2.46153846153846,3.32394366197183,1.38053097345133,1.1,1.06666666666667,1.03389830508475,1.02173913043478,2.51162790697674,1.38461538461538,1.64772727272727,1.78571428571429,1.42016806722689,1.37142857142857,2.66666666666667,2.10144927536232,1,1.80869565217391,1.13300492610837,1.19047619047619,1.07692307692308,1,1,1.47311827956989,3.28,1.16239316239316,1.63492063492063,1.20994475138122,1.15686274509804,2.93103448275862,1.2,1.23880597014925,1.26301369863014,1.03571428571429,3.24390243902439,2.19607843137255,1.38135593220339,2.64673913043478,1.96,1.33888888888889,1.03186274509804,3.125,1.75555555555556,1.47540983606557,1.25,1.25555555555556,3.06774193548387,1.21428571428571,2.525,1.15107913669065,2.38095238095238,1.23300970873786,1.27358490566038,1.19230769230769,1.48427672955975
