"","V4","V5","V3","V2","V2.1","V1","V5.1","V3.1","V1.1","V1.2","V2.2","V5.2","V2.3","V4.1","V3.2","V1.3","V4.2","V4.3","V5.3","V4.4","V3.3","V1.4","V4.5","V5.4","V1.5","V2.4","V1.6","V4.6","V2.5","V1.7","V5.5","V2.6","V5.6","V1.8","V4.7","V5.7","V1.9","V5.8","V2.7","V1.10","V3.4","V3.5","V5.9","V4.8","V4.9","V4.10","V1.11","V4.11","V2.8","V1.12","V1.13","V3.6","V1.14","V2.9","V1.15","V2.10","V2.11","V4.12","V3.7","V2.12","V3.8","V2.13","V5.10","V5.11","V4.13","V3.9","V2.14","V1.16","V5.12","V1.17","V5.13","V2.15","V1.18","V1.19","V3.10","V3.11","V1.20","V1.21"
"1",12.6520467836257,2.86466165413534,5.01481481481481,4.90748031496063,2.28571428571429,3.84444444444444,10.1477272727273,2.17816091954023,5.68181818181818,4.80738786279683,3.30379746835443,2.23936170212766,4.52923076923077,1.43501048218029,3.46268656716418,5.0511811023622,1.24657534246575,12.5343137254902,3.66447368421053,1.1,1.43974358974359,2.21212121212121,1.34666666666667,2.54347826086957,1.6875,2.81779661016949,6.72435897435897,2.77272727272727,16.5625,3.78688524590164,1.4468085106383,2.21296296296296,1.11111111111111,1.32413793103448,1.8,4.15384615384615,1.92279411764706,3.17410714285714,1.42758620689655,18.0540540540541,3.55769230769231,3.4695652173913,4.08,6.54285714285714,1.1,1.1,1.22080291970803,7.49593495934959,3.72794117647059,4.55582524271845,1.0958904109589,12.7372881355932,1.31764705882353,1.9,3.93975903614458,4.57266811279826,16.0689655172414,1.28571428571429,1.44642857142857,10.6717791411043,6.86242299794661,6.21428571428572,13.0663900414938,5.38479809976247,1.38666666666667,7.56962025316456,3.25555555555556,2.8,2.5693215339233,1.58149316508938,2.17647058823529,12.7623762376238,8.8125,2.62,19.8582677165354,10.5037037037037,2.2258064516129,9.96186440677966
