"","V3","V1","V3.1","V1.1","V3.2","V1.2","V3.3","V1.3","V5","V1.4","V5.1","V1.5","V5.2","V2","V5.3","V2.1","V5.4","V2.2","V5.5","V2.3","V5.6","V2.4"
"1",6.24418604651163,12.6329113924051,5.72277227722772,19.469387755102,6.97058823529412,16.1052631578947,38.7297297297297,17.0862068965517,34.5,24.06,29.8863636363636,22.1666666666667,30.1162790697674,19.7090909090909,6.23387096774194,4.53072625698324,6.27722772277228,10.4415584415584,8.36842105263158,2.67307692307692,9.41509433962264,5.57142857142857
