"","V3","V3.1","V4","V1","V4.1","V5","V4.2","V5.1"
"1",1.22916666666667,1.1541095890411,1.04709418837675,1.19748953974895,1.09639727361246,1.04114906832298,1.202416918429,1.08462732919255
