"","V5","V2","V5.1","V3","V3.1","V5.2","V5.3","V5.4","V5.5","V5.6","V2.1","V5.7","V2.2","V3.2","V5.8","V5.9","V3.3","V3.4","V5.10","V3.5","V3.6","V3.7","V4","V5.11","V4.1","V5.12","V5.13","V5.14","V3.8","V3.9","V3.10","V4.2","V5.15","V4.3","V5.16","V3.11","V2.3","V5.17","V5.18","V5.19","V5.20","V3.12","V5.21","V2.4","V5.22","V5.23","V5.24","V3.13","V5.25","V5.26","V5.27","V5.28","V5.29","V4.4","V3.14","V5.30","V3.15","V5.31","V3.16","V4.5","V5.32","V5.33","V2.5","V3.17","V5.34","V5.35","V5.36","V2.6","V2.7","V2.8","V5.37","V5.38","V4.6","V5.39","V2.9","V5.40","V3.18","V3.19","V5.41","V5.42"
"1",2.14516129032258,1.85714285714286,2.54347826086956,1.68181818181818,1.36184210526316,1,1.45762711864407,2.23076923076923,2.22641509433962,1.84615384615385,1.05882352941176,1.47826086956522,1.07692307692308,1.06666666666667,1.34782608695652,1.39655172413793,1.15625,1.28510638297872,1,1.06666666666667,1,2.12,2.40909090909091,2.04347826086956,1.32142857142857,1,12.3333333333333,1,3.47368421052632,1.24444444444444,2.61061946902655,1.03763440860215,1,1.54545454545455,1.28260869565217,1.27722772277228,2.83720930232558,1.33720930232558,1.55421686746988,4.68421052631579,1.52,1.34615384615385,4.97058823529412,3,2.01408450704225,1.46666666666667,1.04166666666667,1.5,1,2.77777777777778,1,1.81481481481481,2.25,2.24096385542169,1.56198347107438,1,2.33333333333333,1.43333333333333,1.08888888888889,2.24528301886792,1,1.78571428571429,1.18666666666667,1.25,1.89189189189189,1,1,1.03225806451613,1.48684210526316,1.13793103448276,1.6875,2.29411764705882,1.79545454545455,1,1.92941176470588,1.9,1.40322580645161,3.32142857142857,1.2018018018018,2.78688524590164
