"","V3","V3.1","V2","V3.2","V2.1","V5","V1","V2.2","V4","V3.3","V1.1","V5.1","V4.1","V5.2","V5.3","V5.4","V4.2","V1.2","V2.3","V3.4","V5.5","V5.6","V4.3","V5.7","V5.8","V4.4","V2.4","V5.9","V5.10","V3.5","V5.11","V5.12","V3.6","V5.13","V5.14","V2.5","V3.7","V4.5","V5.15","V5.16","V5.17","V5.18","V1.3","V5.19","V4.6","V5.20","V5.21","V3.8","V3.9","V5.22","V5.23","V3.10","V4.7","V5.24","V5.25"
"1",2.05753424657534,1.07407407407407,1.57142857142857,1.18181818181818,1.04347826086957,2.43195266272189,1.11764705882353,3.70952380952381,1.00645161290323,2.19844357976654,1.44329896907216,4.12280701754386,1.54929577464789,5.98809523809524,6.11504424778761,4.23529411764706,1.08262108262108,1.03146853146853,1.07003891050584,1.63917525773196,1.24752475247525,1,2.16413373860182,4.3653483992467,3.60663507109005,1.8695652173913,1.30955993930197,2.37692307692308,1.7843137254902,1.31626506024096,1,1.9010989010989,1.31481481481481,1.52941176470588,2.09090909090909,1.53333333333333,1.63573883161512,1.42105263157895,1.3728813559322,1.49462365591398,1.76315789473684,2.39664804469274,1.19157088122605,2.57391304347826,1.23222748815166,2.24598930481283,3.37142857142857,1.72357723577236,3.67918088737201,1.1,2.06382978723404,1.04964539007092,1.10869565217391,2.83397683397683,3.91769547325103
