"","V5","V2","V5.1","V5.2","V5.3","V4","V2.1","V5.4","V5.5","V5.6","V2.2","V3","V5.7","V3.1","V4.1","V4.2","V5.8","V5.9","V3.2","V5.10","V3.3","V3.4","V5.11","V1","V4.3","V2.3","V5.12","V4.4","V2.4","V5.13","V1.1","V2.5","V5.14","V4.5","V3.5","V4.6","V5.15","V2.6","V2.7","V3.6","V2.8","V3.7","V5.16","V4.7","V5.17","V1.2","V3.8","V5.18","V5.19","V3.9","V2.9","V5.20","V5.21","V4.8","V2.10"
"1",4.33288948069241,1.19827586206897,1.74380165289256,4.27472527472528,1.10416666666667,1.75425790754258,1.10526315789474,1.08472400513479,6.12820512820513,1.43716814159292,10.4071428571429,1.32872340425532,3.80909090909091,2.57057654075547,1.3342981186686,1.84490740740741,6.42631578947368,8.55254237288135,1.99454545454545,1.07547169811321,1.53968253968254,1.15384615384615,1.35112359550562,1.56686798964625,3.07621550591327,1.67441860465116,2.0324449594438,5.9126213592233,1.76923076923077,2.4233409610984,1.1,1.42774566473988,1.52816901408451,1.73076923076923,10.1449275362319,1.26086956521739,1.65546218487395,9.81481481481481,6.39506172839506,3.24460431654676,2.34888059701493,1.51981351981352,6.38263665594855,2.11824324324324,3.23461538461538,8.44285714285714,3.6,3.12264150943396,1.21335807050093,2.77272727272727,1.38144329896907,4.10135135135135,2.19607843137255,1.74931880108992,2.55357142857143
