"","V1","V5","V3","V5.1","V1.1","V5.2","V3.1","V1.2","V3.2","V3.3","V5.3","V3.4","V1.3","V5.4","V3.5","V1.4","V1.5","V5.5","V5.6","V5.7","V5.8","V3.6","V3.7","V2","V4","V1.6","V3.8","V1.7","V3.9","V3.10","V3.11","V5.9","V5.10","V3.12","V4.1","V5.11","V5.12","V2.1","V2.2","V3.13","V5.13","V2.3","V5.14","V3.14","V3.15","V5.15","V1.8","V3.16","V3.17","V5.16","V5.17","V4.2","V3.18","V5.18","V1.9","V1.10","V5.19","V3.19","V1.11","V1.12","V5.20","V3.20","V1.13","V3.21","V5.21","V3.22","V5.22","V1.14","V2.4","V3.23","V5.23","V1.15","V4.3","V3.24","V1.16","V3.25","V5.24","V3.26","V1.17","V3.27","V5.25","V3.28","V1.18","V3.29","V1.19","V5.26","V3.30","V3.31","V3.32","V5.27","V3.33","V2.5","V1.20","V5.28","V3.34","V1.21","V1.22","V5.29","V5.30","V2.6","V5.31","V3.35","V1.23","V1.24","V5.32","V1.25","V2.7","V5.33","V5.34","V3.36","V4.4","V3.37","V2.8","V3.38","V5.35","V1.26","V5.36","V1.27","V1.28","V5.37","V4.5","V3.39","V5.38","V5.39","V1.29","V3.40","V1.30","V3.41","V3.42","V1.31","V3.43","V4.6","V3.44"
"1",1.4,1,1.76,1.39344262295082,1.61111111111111,1.19540229885057,2.44444444444444,1.22222222222222,1.23333333333333,4.03846153846154,1,1.64516129032258,1.10344827586207,1.02439024390244,2.53658536585366,1.18181818181818,1.92307692307692,2.59459459459459,1,1.05128205128205,1.08196721311475,2.78125,1.10526315789474,1.33333333333333,1.33333333333333,1.55714285714286,1.51851851851852,1.18421052631579,3.60869565217391,1.52380952380952,1.51612903225806,1.56716417910448,1,1.73202614379085,1.38461538461538,2.26086956521739,1.42,1.2822966507177,1.175,2.15384615384615,1.2,1.23255813953488,1.59259259259259,1.71428571428571,3.5,2.34375,1.66666666666667,1.10909090909091,1.04109589041096,1.42307692307692,2.54166666666667,1.86206896551724,1.125,2.7906976744186,2.33098591549296,1.1005291005291,1.52173913043478,2.54761904761905,2.31081081081081,1.20454545454545,4.7875,1.09411764705882,1.45588235294118,1.42553191489362,1.49397590361446,1.27027027027027,2,2.26923076923077,1.34146341463415,1.97368421052632,1.07142857142857,2.15,1.16666666666667,1.09677419354839,1.23333333333333,1.33333333333333,2.59259259259259,1.26744186046512,1.5,1.05405405405405,1.12903225806452,3.82352941176471,2.17948717948718,2.63888888888889,1.02564102564103,1,1.47058823529412,1.75,4.33333333333333,1.40468227424749,1.36363636363636,2.71428571428571,1.57142857142857,1.4949494949495,1.45238095238095,1.20238095238095,1.10714285714286,1,1.27272727272727,1.54054054054054,1.62,1,1.24,1.35714285714286,1.05376344086022,2.56122448979592,1,1,1.34821428571429,2,1.44897959183673,1.20512820512821,1.1,1.9047619047619,1,2.76,1,1.58536585365854,1.62962962962963,4.51020408163265,1.45454545454545,1.20833333333333,1.43333333333333,1.78260869565217,1.19148936170213,1.57894736842105,2.06060606060606,1.392,3.14583333333333,1.66666666666667,2.46913580246914,1.75,1.02127659574468
