"","V3","V1","V4","V4.1","V4.2","V4.3","V3.1","V5","V1.1","V2","V4.4","V5.1","V4.5","V5.2","V4.6","V4.7","V5.3","V4.8","V3.2","V5.4","V2.1","V5.5","V5.6","V4.9","V1.2","V2.2","V1.3","V4.10","V4.11","V5.7","V1.4","V5.8","V3.3","V5.9","V4.12","V3.4","V3.5","V2.3","V4.13","V5.10","V1.5","V1.6","V2.4","V3.6","V5.11","V1.7","V1.8","V1.9","V3.7","V3.8","V4.14","V1.10","V5.12","V4.15","V4.16","V5.13","V5.14","V3.9","V4.17","V2.5","V5.15","V5.16","V2.6","V1.11","V4.18","V4.19","V4.20","V4.21","V4.22","V3.10","V5.17","V3.11","V4.23","V5.18","V3.12","V3.13","V2.7","V4.24","V3.14","V5.19","V4.25","V3.15","V5.20","V3.16","V2.8","V5.21","V4.26","V1.12","V4.27","V5.22","V3.17","V1.13","V2.9","V4.28","V2.10","V5.23","V4.29","V5.24","V4.30","V1.14","V4.31","V1.15","V4.32","V5.25","V2.11","V5.26","V4.33","V4.34","V3.18","V4.35","V4.36","V2.12","V2.13","V1.16","V4.37","V4.38","V3.19","V5.27","V4.39","V1.17","V4.40","V4.41","V1.18","V3.20","V1.19","V5.28","V4.42","V1.20","V3.21","V4.43","V5.29","V4.44"
"1",1.38216560509554,1.26666666666667,2.42307692307692,1.26315789473684,1.80503144654088,1.08860759493671,1.30769230769231,1,2.4765625,1.0625,2.88888888888889,1,2.30985915492958,1.5,1.11178247734139,3.17834394904459,1.19936708860759,3.40659340659341,1.3125,1,1.66,1.05263157894737,1.57801418439716,1.5,5.25174825174825,1.26190476190476,1.13953488372093,1.21428571428571,1.71428571428571,1.79245283018868,2.04918032786885,1.05,5.3489932885906,1.68103448275862,1.97142857142857,1.07142857142857,5.95283018867925,1.36538461538462,1.96031746031746,1.52941176470588,1.475,2.46808510638298,1.30808080808081,1,1,2.37950138504155,1.16541353383459,1.08960573476703,1.15625,2.43478260869565,1.04255319148936,1.33333333333333,1,1.75728155339806,3.06060606060606,1.84615384615385,1,1.25714285714286,1.18181818181818,1.06818181818182,1.75,1.10526315789474,2.59919028340081,1.57142857142857,1.62121212121212,1.16,1.23076923076923,1.58018867924528,2.21656050955414,1.41379310344828,1,1.4,2.30434782608696,1.05161290322581,1.03448275862069,1,1.08,1.7807486631016,9.39583333333333,1,1.11612903225806,2.65384615384615,4.09302325581395,1.2,1.30097087378641,1.21052631578947,1.35897435897436,3.6271186440678,1.9047619047619,1,1,2.13840830449827,1.19095477386935,3.94117647058824,1.46153846153846,1,1.9047619047619,1,3.43434343434343,1.91082802547771,1.02380952380952,1.09302325581395,2.2962962962963,1.51503759398496,1.32375979112272,1.46,2.69072164948454,1.05777777777778,1.90990990990991,2.4609375,1.31617647058824,1.46153846153846,1.80645161290323,1.41666666666667,1.22727272727273,1.69135802469136,1.49404761904762,1.68032786885246,1.16326530612245,1.34042553191489,1,1.03784570596798,1.56415478615071,7.12931034482759,1.28571428571429,1,1.12765957446809,1.14285714285714,1.3448275862069,2.5609756097561,1.63157894736842,1.48453608247423
